device_id,type,type_specific,size_inch,size_cm2,screen_body_ratio,resolution_pixel,resolution_p_width,resolution_p_lenght,resolution_ppi,resolution_ratio
8335,AMOLED,Super AMOLED,5.7,89.6,73.6,1080 x 1920,1080.0,1920.0,386.0,16:9
8494,AMOLED,Super AMOLED,5.2,74.5,71.5,1080 x 1920,1080.0,1920.0,424.0,16:9
8336,AMOLED,Super AMOLED,4.7,60.9,67.9,720 x 1280,720.0,1280.0,312.0,16:9
8385,PLS,PLS LCD,5.0,68.9,66.0,540 x 960,540.0,960.0,220.0,16:9
8424,PLS,PLS LCD,5.0,68.9,66.0,540 x 960,540.0,960.0,220.0,16:9
8347,AMOLED,Super AMOLED,6.0,99.2,75.5,1080 x 1920,1080.0,1920.0,367.0,16:9
7801,AMOLED,Super AMOLED,5.7,89.6,74.5,1080 x 1920,1080.0,1920.0,386.0,16:9
8367,AMOLED,Super AMOLED,5.5,83.4,72.3,1080 x 1920,1080.0,1920.0,401.0,16:9
8265,IPS,IPS LCD,5.5,83.4,73.3,1080 x 1920,1080.0,1920.0,401.0,16:9
8342,PLS,PLS LCD,5.0,68.9,69.4,720 x 1280,720.0,1280.0,294.0,16:9
8314,PLS,PLS LCD,5.5,83.4,73.3,1080 x 1920,1080.0,1920.0,401.0,16:9
8288,TFT,TFT,4.0,45.5,59.5,480 x 800,480.0,800.0,233.0,5:3
8242,AMOLED,Super AMOLED,5.7,89.6,79.0,1440 x 2560,1440.0,2560.0,515.0,16:9
8082,AMOLED,Super AMOLED,5.7,88.5,78.0,1440 x 2560,1440.0,2560.0,518.0,16:9
8140,TFT,TFT,5.5,83.4,70.3,720 x 1280,720.0,1280.0,267.0,16:9
8192,TFT,TFT,5.0,68.9,67.2,720 x 1280,720.0,1280.0,294.0,16:9
8186,TFT,TFT,7.0,142.1,69.9,800 x 1280,800.0,1280.0,216.0,16:10
8228,AMOLED,Super AMOLED,5.0,68.9,68.1,720 x 1280,720.0,1280.0,294.0,16:9
8083,AMOLED,Super AMOLED,5.0,68.9,68.1,720 x 1280,720.0,1280.0,294.0,16:9
8455,PLS,PLS LCD,4.5,57.6,61.9,480 x 800,480.0,800.0,207.0,5:3
8004,AMOLED,Super AMOLED,5.1,71.7,64.3,1440 x 2560,1440.0,2560.0,576.0,16:9
8126,AMOLED,Super AMOLED,5.0,68.9,68.0,720 x 1280,720.0,1280.0,294.0,16:9
8046,AMOLED,Super AMOLED,5.7,89.6,74.1,1080 x 1920,1080.0,1920.0,386.0,16:9
8047,AMOLED,Super AMOLED,5.2,74.5,71.0,1080 x 1920,1080.0,1920.0,424.0,16:9
7903,AMOLED,Super AMOLED,6.0,99.2,75.9,1080 x 1920,1080.0,1920.0,367.0,16:9
7870,AMOLED,Super AMOLED,5.5,83.4,72.3,720 x 1280,720.0,1280.0,267.0,16:9
7869,AMOLED,Super AMOLED,5.2,74.5,70.7,720 x 1280,720.0,1280.0,282.0,16:9
7880,IPS,IPS LCD,7.0,142.1,69.9,800 x 1280,800.0,1280.0,216.0,16:10
7821,AMOLED,Super AMOLED,5.1,71.5,72.1,1440 x 2560,1440.0,2560.0,577.0,16:9
7945,AMOLED,Super AMOLED,5.5,83.4,76.1,1440 x 2560,1440.0,2560.0,534.0,16:9
7961,AMOLED,Super AMOLED,5.5,83.4,76.1,1440 x 2560,1440.0,2560.0,534.0,16:9
7960,AMOLED,Super AMOLED,5.1,71.7,72.3,1440 x 2560,1440.0,2560.0,576.0,16:9
7768,TFT,TFT,4.0,45.5,57.0,480 x 800,480.0,800.0,233.0,5:3
7879,TFT,TFT,8.0,185.6,69.4,800 x 1280,800.0,1280.0,189.0,16:10
7864,AMOLED,Super AMOLED,4.5,57.6,62.7,480 x 800,480.0,800.0,207.0,5:3
7641,AMOLED,Super AMOLED,6.0,99.2,75.9,1080 x 1920,1080.0,1920.0,367.0,16:9
7759,AMOLED,Super AMOLED,5.5,83.4,74.3,1080 x 1920,1080.0,1920.0,401.0,16:9
7789,AMOLED,Super AMOLED,5.2,74.5,72.5,1080 x 1920,1080.0,1920.0,424.0,16:9
7791,AMOLED,Super AMOLED,4.7,60.9,69.4,720 x 1280,720.0,1280.0,312.0,16:9
8022,AMOLED,Super AMOLED,5.0,68.9,68.2,720 x 1280,720.0,1280.0,294.0,16:9
7760,AMOLED,Super AMOLED,5.0,68.9,68.2,720 x 1280,720.0,1280.0,294.0,16:9
7679,TFT,TFT,5.5,83.4,70.9,720 x 1280,720.0,1280.0,267.0,16:9
7648,TFT,TFT,5.0,71.8,70.0,720 x 1280,720.0,1280.0,288.0,16:9
7273,AMOLED,Super AMOLED,5.0,68.9,69.5,720 x 1280,720.0,1280.0,294.0,16:9
7673,AMOLED,Super AMOLED,4.3,52.6,59.8,480 x 800,480.0,800.0,217.0,5:3
7504,AMOLED,Super AMOLED,5.7,89.6,76.8,1440 x 2560,1440.0,2560.0,515.0,16:9
7431,AMOLED,Super AMOLED,5.7,88.5,75.9,1440 x 2560,1440.0,2560.0,518.0,16:9
7508,AMOLED,Super AMOLED,5.7,89.6,76.8,1440 x 2560,1440.0,2560.0,515.0,16:9
7505,AMOLED,Super AMOLED,5.7,89.6,76.5,1440 x 2560,1440.0,2560.0,515.0,16:9
7467,AMOLED,Super AMOLED,5.7,88.5,75.6,1440 x 2560,1440.0,2560.0,518.0,16:9
7509,AMOLED,Super AMOLED,5.7,89.6,76.5,1440 x 2560,1440.0,2560.0,515.0,16:9
6506,AMOLED,Super AMOLED,5.1,71.7,69.6,1080 x 1920,1080.0,1920.0,432.0,16:9
7468,AMOLED,Super AMOLED,4.3,51.0,66.7,540 x 960,540.0,960.0,256.0,16:9
7453,TFT,TFT,3.8,41.1,56.0,480 x 800,480.0,800.0,246.0,5:3
7506,AMOLED,Super AMOLED,5.7,89.6,73.8,1080 x 1920,1080.0,1920.0,386.0,16:9
7249,AMOLED,Super AMOLED,5.7,89.6,73.8,1080 x 1920,1080.0,1920.0,386.0,16:9
7395,TFT,TFT,4.0,45.5,59.6,480 x 800,480.0,800.0,233.0,5:3
8785,AMOLED,Super AMOLED,5.5,83.4,69.6,720 x 1280,720.0,1280.0,267.0,16:9
7185,AMOLED,Super AMOLED,5.5,83.4,69.6,720 x 1280,720.0,1280.0,267.0,16:9
7184,AMOLED,Super AMOLED,5.0,68.9,67.5,720 x 1280,720.0,1280.0,294.0,16:9
7114,AMOLED,Super AMOLED,5.1,71.7,66.5,1440 x 2560,1440.0,2560.0,576.0,16:9
7134,TFT,TFT,7.0,137.9,61.3,600 x 1024,600.0,1024.0,170.0,16:9
8883,TFT,TFT,8.0,198.2,69.0,768 x 1024,768.0,1024.0,160.0,4:3
7121,TFT,TFT,8.0,198.2,69.0,768 x 1024,768.0,1024.0,160.0,4:3
6990,PLS,PLS LCD,4.5,57.6,61.9,480 x 800,480.0,800.0,207.0,5:3
7166,AMOLED,Super AMOLED,5.1,71.7,72.0,1440 x 2560,1440.0,2560.0,576.0,16:9
7164,AMOLED,Super AMOLED,5.1,71.7,70.8,1440 x 2560,1440.0,2560.0,576.0,16:9
7079,AMOLED,Super AMOLED,5.1,71.5,71.7,1440 x 2560,1440.0,2560.0,577.0,16:9
7377,AMOLED,Super AMOLED,5.1,71.7,70.9,1440 x 2560,1440.0,2560.0,576.0,16:9
6849,AMOLED,Super AMOLED,5.1,71.5,70.7,1440 x 2560,1440.0,2560.0,577.0,16:9
7034,TFT,TFT,4.3,52.6,59.8,480 x 800,480.0,800.0,217.0,5:3
7357,AMOLED,Super AMOLED,4.7,60.9,64.7,540 x 960,540.0,960.0,234.0,16:9
6907,TFT,TFT,4.3,52.6,59.8,480 x 800,480.0,800.0,217.0,5:3
7110,TFT,TFT,7.0,137.9,61.3,600 x 1024,600.0,1024.0,170.0,16:9
6894,PLS,PLS LCD,4.0,45.5,59.8,480 x 800,480.0,800.0,233.0,5:3
7132,AMOLED,Super AMOLED,5.5,83.4,72.5,1080 x 1920,1080.0,1920.0,401.0,16:9
6763,AMOLED,Super AMOLED,5.5,83.4,72.5,1080 x 1920,1080.0,1920.0,401.0,16:9
6905,IPS,IPS LCD,5.25,74.9,68.6,720 x 1280,720.0,1280.0,282.0,16:9
6879,AMOLED,Super AMOLED,5.5,83.4,71.4,720 x 1280,720.0,1280.0,267.0,16:9
6906,AMOLED,Super AMOLED,5.0,68.9,69.3,720 x 1280,720.0,1280.0,294.0,16:9
6716,TFT,TFT,4.5,57.6,64.9,480 x 800,480.0,800.0,207.0,5:3
6802,AMOLED,Super AMOLED,5.0,68.9,71.0,720 x 1280,720.0,1280.0,294.0,16:9
6761,AMOLED,Super AMOLED,5.0,68.9,71.0,720 x 1280,720.0,1280.0,294.0,16:9
6803,AMOLED,Super AMOLED,4.5,55.8,65.5,540 x 960,540.0,960.0,245.0,16:9
6762,AMOLED,Super AMOLED,4.5,55.8,65.5,540 x 960,540.0,960.0,245.0,16:9
6748,AMOLED,Super AMOLED,5.1,71.7,69.6,1080 x 1920,1080.0,1920.0,432.0,16:9
6725,TFT,TFT,4.0,45.5,59.6,480 x 800,480.0,800.0,233.0,5:3
6790,TFT,TFT,5.0,68.9,65.8,540 x 960,540.0,960.0,220.0,16:9
6708,TFT,TFT,5.0,68.9,66.0,540 x 960,540.0,960.0,220.0,16:9
6706,AMOLED,Super AMOLED,4.3,52.6,62.0,480 x 800,480.0,800.0,217.0,5:3
6631,AMOLED,Super AMOLED,5.6,96.2,77.2,1600 x 2560,1600.0,2560.0,524.0,16:10
6749,AMOLED,Super AMOLED,5.7,89.6,74.2,1440 x 2560,1440.0,2560.0,515.0,16:9
6758,AMOLED,Super AMOLED,5.7,88.5,73.4,1440 x 2560,1440.0,2560.0,518.0,16:9
6434,AMOLED,Super AMOLED,5.7,88.5,73.4,1440 x 2560,1440.0,2560.0,518.0,16:9
6658,LCD,LCD,8.0,185.6,69.0,800 x 1280,800.0,1280.0,189.0,16:10
6659,LCD,LCD,8.0,185.6,69.0,800 x 1280,800.0,1280.0,189.0,16:10
6482,IPS,IPS LCD,6.0,99.2,71.5,720 x 1280,720.0,1280.0,245.0,16:9
6576,AMOLED,Super AMOLED,5.1,71.7,69.6,1080 x 1920,1080.0,1920.0,432.0,16:9
6580,AMOLED,Super AMOLED,4.7,60.9,70.2,720 x 1280,720.0,1280.0,312.0,16:9
6573,AMOLED,Super AMOLED,4.7,60.9,70.2,720 x 1280,720.0,1280.0,312.0,16:9
6563,AMOLED,Super AMOLED,4.5,55.8,65.7,720 x 1280,720.0,1280.0,326.0,16:9
6542,TFT,TFT,4.5,55.8,63.6,540 x 960,540.0,960.0,245.0,16:9
6662,TFT,TFT,4.0,45.5,59.6,480 x 800,480.0,800.0,233.0,5:3
6534,TFT,TFT,4.0,45.5,59.6,480 x 800,480.0,800.0,233.0,5:3
6391,TFT,TFT,4.3,52.6,61.6,480 x 800,480.0,800.0,217.0,5:3
6252,AMOLED,Super AMOLED,4.5,55.8,65.7,720 x 1280,720.0,1280.0,326.0,16:9
6478,TFT,TFT,4.0,45.5,59.6,480 x 800,480.0,800.0,233.0,5:3
6479,TFT,TFT,4.0,45.5,59.6,480 x 800,480.0,800.0,233.0,5:3
6480,TFT,TFT,3.5,36.5,55.5,320 x 480,320.0,480.0,165.0,3:2
6481,TFT,TFT,3.5,36.5,55.5,320 x 480,320.0,480.0,165.0,3:2
6331,TFT,TFT,4.5,57.6,65.1,480 x 800,480.0,800.0,207.0,5:3
6460,AMOLED,Super AMOLED,5.1,71.7,67.3,1080 x 1920,1080.0,1920.0,432.0,16:9
6450,AMOLED,Super AMOLED,5.1,71.5,69.4,1440 x 2560,1440.0,2560.0,577.0,16:9
6435,AMOLED,Super AMOLED,8.4,204.6,76.5,1600 x 2560,1600.0,2560.0,359.0,16:10
6439,AMOLED,Super AMOLED,8.4,204.6,76.5,1600 x 2560,1600.0,2560.0,359.0,16:10
6432,TFT,TFT,4.7,62.9,67.5,480 x 800,480.0,800.0,199.0,5:3
6433,AMOLED,Super AMOLED,4.8,63.5,65.8,720 x 1280,720.0,1280.0,306.0,16:9
6404,TFT,TFT,7.0,135.1,70.7,720 x 1280,720.0,1280.0,210.0,16:9
6356,AMOLED,Super AMOLED,5.1,71.7,67.2,1080 x 1920,1080.0,1920.0,432.0,16:9
6210,AMOLED,Super AMOLED,4.8,63.5,65.2,720 x 1280,720.0,1280.0,306.0,16:9
6289,AMOLED,Super AMOLED,4.8,63.5,65.7,720 x 1280,720.0,1280.0,306.0,16:9
6284,TFT,TFT,4.0,45.5,59.9,480 x 800,480.0,800.0,233.0,5:3
6251,TFT,TFT,7.0,142.1,70.5,800 x 1280,800.0,1280.0,216.0,16:10
6250,TFT,TFT,7.0,142.1,70.5,800 x 1280,800.0,1280.0,216.0,16:10
6241,TFT,TFT,7.0,142.1,70.5,800 x 1280,800.0,1280.0,216.0,16:10
6249,TFT,TFT,8.0,185.6,71.3,800 x 1280,800.0,1280.0,189.0,16:10
6248,TFT,TFT,8.0,185.6,71.3,800 x 1280,800.0,1280.0,189.0,16:10
6240,TFT,TFT,8.0,185.6,71.3,800 x 1280,800.0,1280.0,189.0,16:10
6209,TFT,TFT,4.52,56.3,64.2,540 x 960,540.0,960.0,244.0,16:9
6190,AMOLED,Super AMOLED,4.0,45.5,59.4,480 x 800,480.0,800.0,233.0,5:3
6272,AMOLED,Super AMOLED,5.1,71.7,69.6,1080 x 1920,1080.0,1920.0,432.0,16:9
6237,AMOLED,Super AMOLED,5.1,71.7,69.6,1080 x 1920,1080.0,1920.0,432.0,16:9
6338,AMOLED,Super AMOLED,5.1,71.7,69.7,1080 x 1920,1080.0,1920.0,432.0,16:9
6033,AMOLED,Super AMOLED,5.1,71.7,69.6,1080 x 1920,1080.0,1920.0,432.0,16:9
6846,TFT,TFT,4.5,55.8,63.4,540 x 960,540.0,960.0,245.0,16:9
6099,PLS,PLS,4.5,55.8,63.4,540 x 960,540.0,960.0,245.0,16:9
6054,TFT,TFT,3.14,30.5,47.2,240 x 320,240.0,320.0,127.0,4:3
6015,AMOLED,Super AMOLED,5.5,83.4,72.6,720 x 1280,720.0,1280.0,267.0,16:9
5961,AMOLED,Super AMOLED,5.5,83.4,72.6,720 x 1280,720.0,1280.0,267.0,16:9
5975,TFT,TFT,7.0,137.9,61.3,600 x 1024,600.0,1024.0,170.0,16:9
5969,TFT,TFT,7.0,137.9,61.3,600 x 1024,600.0,1024.0,170.0,16:9
5958,TFT,TFT,5.01,71.4,64.5,480 x 800,480.0,800.0,186.0,5:3
6049,LCD,Super Clear LCD,8.4,204.6,72.7,1600 x 2560,1600.0,2560.0,359.0,16:10
5946,LCD,Super Clear LCD,8.4,204.6,72.7,1600 x 2560,1600.0,2560.0,359.0,16:10
5928,LCD,Super Clear LCD,4.8,63.5,67.3,720 x 1280,720.0,1280.0,306.0,16:9
5904,TFT,TFT,4.7,62.9,66.9,480 x 800,480.0,800.0,199.0,5:3
5889,TFT,TFT,5.0,68.9,69.2,1080 x 1920,1080.0,1920.0,441.0,16:9
5887,AMOLED,Super AMOLED,5.0,68.9,71.9,1080 x 1920,1080.0,1920.0,441.0,16:9
5886,IPS,IPS LCD,4.5,55.8,63.3,540 x 960,540.0,960.0,245.0,16:9
5876,TFT,TFT,4.0,45.5,59.4,480 x 800,480.0,800.0,233.0,5:3
5862,TFT,TFT,5.25,76.0,68.7,720 x 1280,720.0,1280.0,280.0,16:9
5814,AMOLED,Super AMOLED,3.7,39.0,55.5,480 x 800,480.0,800.0,252.0,5:3
5803,TFT,TFT,4.5,55.8,64.2,540 x 960,540.0,960.0,245.0,16:9
5542,AMOLED,Super AMOLED,5.0,68.9,72.3,1080 x 1920,1080.0,1920.0,441.0,16:9
5786,IPS,IPS LCD,4.0,45.5,59.1,480 x 800,480.0,800.0,233.0,5:3
5766,AMOLED,Super Flexible AMOLED,5.7,89.6,74.5,1080 x 1920,1080.0,1920.0,386.0,16:9
5841,TFT,TFT,4.0,45.5,59.4,480 x 800,480.0,800.0,233.0,5:3
5749,TFT,TFT,4.0,45.5,59.9,480 x 800,480.0,800.0,233.0,5:3
5665,AMOLED,Super AMOLED,5.7,89.6,74.8,1080 x 1920,1080.0,1920.0,386.0,16:9
5597,TFT,TFT,4.0,45.5,58.8,480 x 800,480.0,800.0,233.0,5:3
5548,TFT,TFT,4.77,62.7,67.0,720 x 1280,720.0,1280.0,308.0,16:9
5447,AMOLED,Super AMOLED,4.3,51.0,64.0,540 x 960,540.0,960.0,256.0,16:9
5375,AMOLED,Super AMOLED,4.3,51.0,66.7,540 x 960,540.0,960.0,256.0,16:9
5446,TFT,TFT,5.0,68.9,69.2,1080 x 1920,1080.0,1920.0,441.0,16:9
5456,TFT,TFT,8.0,185.6,71.4,800 x 1280,800.0,1280.0,189.0,16:10
5468,IPS,IPS LCD,3.8,41.1,54.2,480 x 800,480.0,800.0,246.0,5:3
5419,TFT,TFT,4.3,52.6,60.2,480 x 800,480.0,800.0,217.0,5:3
5423,TFT,TFT,7.0,137.9,66.0,600 x 1024,600.0,1024.0,170.0,16:9
5422,TFT,TFT,7.0,137.9,66.0,600 x 1024,600.0,1024.0,170.0,16:9
5398,LCD,Super Clear LCD,6.3,109.4,74.2,720 x 1280,720.0,1280.0,233.0,16:9
5396,TFT,TFT,5.8,92.7,69.2,540 x 960,540.0,960.0,190.0,16:9
5394,TFT,TFT,4.0,45.5,59.4,480 x 800,480.0,800.0,233.0,5:3
5392,TFT,TFT,4.7,62.9,66.7,480 x 800,480.0,800.0,199.0,5:3
5391,TFT,TFT,3.0,27.9,45.9,240 x 320,240.0,320.0,133.0,4:3
5314,TFT,TFT,3.0,27.9,45.8,240 x 320,240.0,320.0,133.0,4:3
5371,AMOLED,Super AMOLED,5.0,68.9,72.3,1080 x 1920,1080.0,1920.0,441.0,16:9
5125,AMOLED,Super AMOLED,5.0,68.9,72.3,1080 x 1920,1080.0,1920.0,441.0,16:9
5420,AMOLED,Super AMOLED,5.0,68.9,72.3,1080 x 1920,1080.0,1920.0,441.0,16:9
5388,AMOLED,Super AMOLED,5.0,68.9,72.4,1080 x 1920,1080.0,1920.0,441.0,16:9
5253,TFT,TFT,8.0,185.6,64.8,800 x 1280,800.0,1280.0,189.0,16:10
5280,TFT,TFT,3.27,31.8,49.7,320 x 480,320.0,480.0,176.0,3:2
5279,TFT,TFT,3.5,36.5,52.3,320 x 480,320.0,480.0,165.0,3:2
5271,AMOLED,Super AMOLED Plus,4.5,57.6,63.1,480 x 800,480.0,800.0,207.0,5:3
5263,TFT,TFT,4.0,45.5,51.5,480 x 800,480.0,800.0,233.0,5:3
5221,AMOLED,Super AMOLED,4.0,45.5,58.3,480 x 800,480.0,800.0,233.0,5:3
5213,AMOLED,Super AMOLED Plus,4.3,52.6,63.5,480 x 800,480.0,800.0,217.0,5:3
5163,TFT,TFT,5.0,71.2,64.5,480 x 800,480.0,800.0,187.0,5:3
5162,TFT,TFT,5.0,71.2,64.5,480 x 800,480.0,800.0,187.0,5:3
5144,TFT,TFT,4.0,45.5,58.7,480 x 800,480.0,800.0,233.0,5:3
5124,AMOLED,Super AMOLED,4.0,45.5,55.1,480 x 800,480.0,800.0,233.0,5:3
5111,TFT,TFT,3.5,36.5,52.6,320 x 480,320.0,480.0,165.0,3:2
5272,AMOLED,Super AMOLED,4.65,59.6,65.2,720 x 1280,720.0,1280.0,316.0,16:9
5047,AMOLED,Super AMOLED,4.65,59.6,65.3,720 x 1280,720.0,1280.0,316.0,16:9
5033,AMOLED,Super AMOLED,4.0,45.5,59.4,480 x 800,480.0,800.0,233.0,5:3
5027,TFT,TFT,3.0,27.9,42.9,240 x 320,240.0,320.0,133.0,4:3
5026,TFT,TFT,3.0,27.9,42.9,240 x 320,240.0,320.0,133.0,4:3
5019,AMOLED,Super AMOLED,4.0,45.5,53.1,480 x 800,480.0,800.0,233.0,5:3
5018,AMOLED,Super AMOLED Plus,4.5,57.6,62.7,480 x 800,480.0,800.0,207.0,5:3
5001,AMOLED,Super AMOLED,4.8,63.5,65.9,720 x 1280,720.0,1280.0,306.0,16:9
4992,TFT,TFT,4.0,45.5,58.8,480 x 800,480.0,800.0,233.0,5:3
4914,AMOLED,Super AMOLED,4.0,45.5,54.8,480 x 800,480.0,800.0,233.0,5:3
4854,AMOLED,Super AMOLED,5.5,83.4,68.6,720 x 1280,720.0,1280.0,267.0,16:9
5152,AMOLED,Super AMOLED,5.5,83.4,68.6,720 x 1280,720.0,1280.0,267.0,16:9
4960,AMOLED,Super AMOLED,4.8,63.5,65.7,720 x 1280,720.0,1280.0,306.0,16:9
4961,LCD,Super Clear LCD,4.8,63.5,69.7,720 x 1280,720.0,1280.0,306.0,16:9
4957,TFT,TFT,3.5,36.5,49.5,320 x 480,320.0,480.0,165.0,3:2
4954,TFT,TFT,4.0,45.5,58.3,480 x 800,480.0,800.0,233.0,5:3
4953,IPS,IPS LCD,4.0,45.5,58.3,480 x 800,480.0,800.0,233.0,5:3
4923,PLS,PLS LCD,7.0,137.9,58.1,600 x 1024,600.0,1024.0,170.0,16:9
4883,TFT,TFT,4.0,45.5,59.4,480 x 800,480.0,800.0,233.0,5:3
4857,TFT,TFT,4.0,45.5,59.0,480 x 800,480.0,800.0,233.0,5:3
5114,TFT,TFT,3.5,36.5,52.6,320 x 480,320.0,480.0,165.0,3:2
4777,TFT,TFT,3.5,36.5,52.6,320 x 480,320.0,480.0,165.0,3:2
4771,TFT,TFT,3.2,30.5,47.2,320 x 480,320.0,480.0,180.0,3:2
4750,AMOLED,Super AMOLED,4.0,45.5,58.4,480 x 800,480.0,800.0,233.0,5:3
4804,AMOLED,Super AMOLED,4.8,63.5,65.9,720 x 1280,720.0,1280.0,306.0,16:9
4803,AMOLED,Super AMOLED,4.8,63.5,65.9,720 x 1280,720.0,1280.0,306.0,16:9
4799,AMOLED,Super AMOLED,4.8,63.5,65.1,720 x 1280,720.0,1280.0,306.0,16:9
4238,AMOLED,Super AMOLED,4.8,63.5,65.9,720 x 1280,720.0,1280.0,306.0,16:9
5461,TFT,TFT,2.8,24.3,40.0,240 x 320,240.0,320.0,143.0,4:3
4566,TFT,TFT,4.0,45.5,57.2,480 x 800,480.0,800.0,233.0,5:3
4564,AMOLED,Super AMOLED,3.7,39.0,48.3,480 x 800,480.0,800.0,252.0,5:3
5340,TFT,TFT,4.0,45.5,59.4,480 x 800,480.0,800.0,233.0,5:3
4559,PLS,PLS LCD,3.8,41.1,55.9,480 x 800,480.0,800.0,246.0,5:3
3883,TFT,TFT,3.27,31.8,49.7,320 x 480,320.0,480.0,176.0,3:2
4544,TFT,TFT,3.14,30.5,45.6,240 x 320,240.0,320.0,127.0,4:3
4671,PLS,PLS LCD,7.0,137.9,58.2,600 x 1024,600.0,1024.0,170.0,16:9
4543,PLS,PLS LCD,7.0,137.9,58.2,600 x 1024,600.0,1024.0,170.0,16:9
4469,AMOLED,Super AMOLED,4.0,45.5,58.7,480 x 800,480.0,800.0,233.0,5:3
4432,AMOLED,Super AMOLED,4.65,59.6,64.8,720 x 1280,720.0,1280.0,316.0,16:9
4420,AMOLED,Super AMOLED,3.97,44.9,58.4,480 x 800,480.0,800.0,235.0,5:3
4419,AMOLED,Super AMOLED Plus,7.7,171.9,65.7,800 x 1280,800.0,1280.0,196.0,16:10
4406,AMOLED,Super AMOLED,4.65,59.6,64.6,720 x 1280,720.0,1280.0,316.0,16:9
4415,AMOLED,Super AMOLED,4.0,45.5,59.3,480 x 800,480.0,800.0,233.0,5:3
4952,AMOLED,Super AMOLED,5.3,81.4,66.8,800 x 1280,800.0,1280.0,285.0,16:10
4374,AMOLED,Super AMOLED,5.3,81.4,66.8,800 x 1280,800.0,1280.0,285.0,16:10
4397,TFT,TFT,3.65,39.7,55.4,320 x 480,320.0,480.0,158.0,3:2
4387,AMOLED,Super AMOLED Plus,4.52,58.2,65.0,480 x 800,480.0,800.0,206.0,5:3
4344,TFT,TFT,3.5,36.5,53.2,320 x 480,320.0,480.0,165.0,3:2
4158,AMOLED,Super AMOLED Plus,4.3,52.6,62.5,480 x 800,480.0,800.0,217.0,5:3
4159,AMOLED,Super AMOLED,3.7,39.0,57.2,480 x 800,480.0,800.0,252.0,5:3
4303,AMOLED,Super AMOLED Plus,4.5,57.6,64.5,480 x 800,480.0,800.0,207.0,5:3
4277,TFT,TFT,3.7,39.0,56.5,480 x 800,480.0,800.0,252.0,5:3
4301,AMOLED,Super AMOLED,4.65,59.6,64.8,720 x 1280,720.0,1280.0,316.0,16:9
4219,AMOLED,Super AMOLED,4.65,59.6,64.8,720 x 1280,720.0,1280.0,316.0,16:9
4327,AMOLED,Super AMOLED Plus,4.3,52.6,63.5,480 x 800,480.0,800.0,217.0,5:3
4262,AMOLED,Super AMOLED,4.0,45.5,55.6,480 x 800,480.0,800.0,233.0,5:3
4071,AMOLED,Super AMOLED,4.0,45.5,57.4,480 x 800,480.0,800.0,233.0,5:3
4239,TFT,TFT,3.2,30.5,43.5,320 x 480,320.0,480.0,180.0,3:2
4667,PLS,PLS LCD,7.0,137.9,58.2,600 x 1024,600.0,1024.0,170.0,16:9
4208,PLS,PLS LCD,7.0,137.9,58.2,600 x 1024,600.0,1024.0,170.0,16:9
4200,AMOLED,Super AMOLED,3.7,39.0,57.3,480 x 800,480.0,800.0,252.0,5:3
4198,AMOLED,Super AMOLED,4.65,59.6,66.7,720 x 1280,720.0,1280.0,316.0,16:9
4668,AMOLED,Super AMOLED Plus,7.7,171.9,65.7,800 x 1280,800.0,1280.0,196.0,16:10
4136,AMOLED,Super AMOLED Plus,7.7,171.9,65.7,800 x 1280,800.0,1280.0,196.0,16:10
4135,AMOLED,Super AMOLED,5.3,81.4,66.8,800 x 1280,800.0,1280.0,285.0,16:10
4130,AMOLED,Super AMOLED Plus,4.3,52.6,63.3,480 x 800,480.0,800.0,217.0,5:3
4129,AMOLED,Super AMOLED Plus,4.52,58.2,65.1,480 x 800,480.0,800.0,206.0,5:3
3956,AMOLED,Super AMOLED Plus,4.52,58.2,63.9,480 x 800,480.0,800.0,206.0,5:3
4376,AMOLED,Super AMOLED Plus,4.5,57.6,63.0,480 x 800,480.0,800.0,207.0,5:3
4124,AMOLED,Super AMOLED Plus,4.5,57.6,63.0,480 x 800,480.0,800.0,207.0,5:3
4114,TFT,TFT,3.7,39.0,56.4,480 x 800,480.0,800.0,252.0,5:3
4117,TFT,TFT,3.0,27.9,46.2,240 x 320,240.0,320.0,133.0,4:3
4091,IPS,IPS LCD,3.65,39.7,49.5,320 x 480,320.0,480.0,158.0,3:2
4059,AMOLED,Super AMOLED Plus,4.3,52.6,63.5,480 x 800,480.0,800.0,217.0,5:3
3967,LCD,Super Clear LCD,4.2,50.2,60.9,480 x 800,480.0,800.0,222.0,5:3
4026,TFT,TFT,3.5,36.5,51.9,320 x 480,320.0,480.0,165.0,3:2
3969,TFT,TFT,3.2,30.5,45.3,320 x 480,320.0,480.0,180.0,3:2
3968,AMOLED,AMOLED,3.5,34.9,50.5,480 x 800,480.0,800.0,267.0,5:3
3908,AMOLED,Super AMOLED,4.0,45.5,58.0,480 x 800,480.0,800.0,233.0,5:3
3913,TFT,TFT,3.5,34.9,52.9,480 x 800,480.0,800.0,267.0,5:3
3920,AMOLED,Super AMOLED,4.0,45.5,58.3,480 x 800,480.0,800.0,233.0,5:3
3919,TFT,TFT,7.0,137.9,60.2,600 x 1024,600.0,1024.0,170.0,16:9
3893,PLS,PLS LCD,8.9,229.7,63.0,800 x 1280,800.0,1280.0,170.0,16:10
3884,AMOLED,Super AMOLED,4.0,45.5,58.3,480 x 800,480.0,800.0,233.0,5:3
3621,AMOLED,Super AMOLED Plus,4.3,52.6,63.5,480 x 800,480.0,800.0,217.0,5:3
