device_id,sound
10282,Loudspeaker
10281,Jack
10281,Loudspeaker
11725,Jack
11725,Loudspeaker
11724,Jack
11724,Loudspeaker
10193,0.0
10193,Loudspeaker
10284,0.0
10284,Loudspeaker
10139,0.0
10139,Loudspeaker
11705,Jack
11705,Loudspeaker
10070,Jack
10070,Loudspeaker
9955,Jack
9955,Loudspeaker
9954,Jack
9954,Loudspeaker
9921,Jack
9921,Loudspeaker
9839,Jack
9839,Loudspeaker
9780,0.0
9780,Loudspeaker
9712,Jack
9712,Loudspeaker
9713,Jack
9713,Loudspeaker
9714,Jack
9714,Loudspeaker
9692,Jack
9692,Loudspeaker
9610,0.0
9610,Loudspeaker
9695,0.0
9695,Loudspeaker
9433,Jack
9433,Loudspeaker
9347,0.0
9347,Loudspeaker
9171,0.0
9171,Loudspeaker
9174,Jack
9174,Loudspeaker
9701,Jack
9701,Loudspeaker
9697,Jack
9697,Loudspeaker
9161,Jack
9161,Loudspeaker
9133,Jack
9133,Loudspeaker
9110,Jack
9110,Loudspeaker
9088,Jack
9088,Loudspeaker
8971,Jack
8971,Loudspeaker
9038,Jack
9038,Loudspeaker
8970,Jack
8970,Loudspeaker
9033,Jack
9033,Loudspeaker
8913,Jack
8913,Loudspeaker
8902,Jack
8902,Loudspeaker
8901,0.0
8901,Loudspeaker
8896,0.0
8896,Loudspeaker
8838,Jack
8838,Loudspeaker
8290,Jack
8290,Loudspeaker
8895,Jack
8895,Loudspeaker
8894,Jack
8894,Loudspeaker
8793,Jack
8793,Loudspeaker
8779,Jack
8779,Loudspeaker
8752,Jack
8752,Loudspeaker
8748,Jack
8748,Loudspeaker
8746,Jack
8746,Loudspeaker
8747,Jack
8747,Loudspeaker
8677,0.0
8677,Loudspeaker
8658,Jack
8658,Loudspeaker
8660,Jack
8660,Loudspeaker
8615,Jack
8615,Loudspeaker
8609,Jack
8609,Loudspeaker
8607,Jack
8607,Loudspeaker
8600,Jack
8600,Loudspeaker
8601,Jack
8601,Loudspeaker
8562,Jack
8562,Loudspeaker
8504,Jack
8504,Loudspeaker
8501,Jack
8501,Loudspeaker
8401,Jack
8401,Loudspeaker
8638,Jack
8638,Loudspeaker
8387,Jack
8387,Loudspeaker
8232,Jack
8232,Loudspeaker
8300,Jack
8300,Loudspeaker
8182,Jack
8182,Loudspeaker
8092,Jack
8092,Loudspeaker
8067,Jack
8067,Loudspeaker
8091,Jack
8091,Loudspeaker
8548,Jack
8548,Loudspeaker
8044,Jack
8044,Loudspeaker
8063,Jack
8063,Loudspeaker
7963,Jack
7963,Loudspeaker
8293,Jack
8293,Loudspeaker
7943,Jack
7943,Loudspeaker
9152,Jack
9152,Loudspeaker
8143,Jack
8143,Loudspeaker
7944,Jack
7944,Loudspeaker
7868,Jack
7868,Loudspeaker
7852,Jack
7852,Loudspeaker
7853,Jack
7853,Loudspeaker
7761,Jack
7761,Loudspeaker
7686,Jack
7686,Loudspeaker
7670,Jack
7670,Loudspeaker
7646,Jack
7646,Loudspeaker
7572,Jack
7572,Loudspeaker
7485,Jack
7485,Loudspeaker
7441,Jack
7441,Loudspeaker
7430,Jack
7430,Loudspeaker
7428,Jack
7428,Loudspeaker
7422,Jack
7422,Loudspeaker
8114,Jack
8114,Loudspeaker
7481,Jack
7481,Loudspeaker
7656,Jack
7656,Loudspeaker
7790,Jack
7790,Loudspeaker
7355,Jack
7355,Loudspeaker
8244,Jack
8244,Loudspeaker
7294,Jack
7294,Loudspeaker
7207,Jack
7207,Loudspeaker
7168,Jack
7168,Loudspeaker
7116,Jack
7116,Loudspeaker
7149,Jack
7149,Loudspeaker
7891,Jack
7891,Loudspeaker
7057,Jack
7057,Loudspeaker
7058,Jack
7058,Loudspeaker
7056,Jack
7056,Loudspeaker
6954,Jack
6954,Loudspeaker
6914,Jack
6914,Loudspeaker
6898,Jack
6898,Loudspeaker
6847,Jack
6847,Loudspeaker
6697,Jack
6697,Loudspeaker
6641,Jack
6641,Loudspeaker
6607,Jack
6607,Loudspeaker
6491,Jack
6491,Loudspeaker
6492,Jack
6492,Loudspeaker
6367,Jack
6367,Loudspeaker
6579,Jack
6579,Loudspeaker
6381,Jack
6381,Loudspeaker
6324,Jack
6324,Loudspeaker
6236,Jack
6236,Loudspeaker
6155,Jack
6155,Loudspeaker
5948,Jack
5948,Loudspeaker
5852,Jack
5852,Loudspeaker
5853,Jack
5853,Loudspeaker
5834,Jack
5834,Loudspeaker
5755,Jack
5755,Loudspeaker
5620,Jack
5620,Loudspeaker
5659,Jack
5659,Loudspeaker
5511,Jack
5511,Loudspeaker
5499,Jack
5499,Loudspeaker
5376,Jack
5376,Loudspeaker
5330,Jack
5330,Loudspeaker
5470,Jack
5470,Loudspeaker
5240,Jack
5240,Loudspeaker
5173,Jack
5173,Loudspeaker
5133,Jack
5133,Loudspeaker
5647,Jack
5647,Loudspeaker
4893,Jack
4893,Loudspeaker
5004,Jack
5004,Loudspeaker
4983,Jack
4983,Loudspeaker
4962,Jack
4962,Loudspeaker
4873,Jack
4873,Loudspeaker
4597,Jack
4597,Loudspeaker
4585,Jack
4585,Loudspeaker
4586,0.0
4586,Loudspeaker
4598,Jack
4598,Loudspeaker
4608,Jack
4608,Loudspeaker
4506,Jack
4506,Loudspeaker
4467,Jack
4467,Loudspeaker
4304,Jack
4304,Loudspeaker
4290,Jack
4290,Loudspeaker
3391,Jack
3391,Loudspeaker
