device_id,body_dims_mm,body_lenght_mm,body_width_mm,body_height_mm,body_dims_inch,body_lenght_inch,body_width_inch,body_height_inch,body_weight_g,body_weight_oz
5068,115.8 x 59.9 x 12.2,115.8,59.9,12.2,4.56 x 2.36 x 0.48,4.56,2.36,0.48,125.0,4.41
5022,132.5 x 65.4 x 9.9,132.5,65.4,9.9,5.22 x 2.57 x 0.39,5.22,2.57,0.39,135.0,4.76
5020,115.8 x 61 x 11.7,115.8,61.0,11.7,4.56 x 2.40 x 0.46,4.56,2.4,0.46,124.2,4.37
4963,134 x 67.5 x 10.5,134.0,67.5,10.5,5.28 x 2.66 x 0.41,5.28,2.66,0.41,145.0,5.11
4966,122.5 x 62.6 x 11.2,122.5,62.6,11.2,4.82 x 2.46 x 0.44,4.82,2.46,0.44,130.0,4.59
4882,193 x 120 x 11,193.0,120.0,11.0,7.60 x 4.72 x 0.43,7.6,4.72,0.43,370.0,13.05
4839,106.5 x 56 x 10.9,106.5,56.0,10.9,4.19 x 2.20 x 0.43,4.19,2.2,0.43,100.0,3.53
4838,116.9 x 60.4 x 11.7,116.9,60.4,11.7,4.60 x 2.38 x 0.46,4.6,2.38,0.46,120.0,4.23
5383,122.3 x 62.7 x 11.4,122.3,62.7,11.4,4.81 x 2.47 x 0.45,4.81,2.47,0.45,140.0,4.94
4594,122.5 x 63 x 10.5,122.5,63.0,10.5,4.82 x 2.48 x 0.41,4.82,2.48,0.41,140.0,4.94
4410,127.4 x 64.8 x 7.7,127.4,64.8,7.7,5.02 x 2.55 x 0.30,5.02,2.55,0.3,110.0,3.88
5002,129.9 x 64.9 x 8.9,129.9,64.9,8.9,5.11 x 2.56 x 0.35,5.11,2.56,0.35,132.0,4.66
4570,129 x 64 x 8.9,129.0,64.0,8.9,5.08 x 2.52 x 0.35,5.08,2.52,0.35,132.0,4.66
4569,129 x 64 x 10.9,129.0,64.0,10.9,5.08 x 2.52 x 0.43,5.08,2.52,0.43,150.0,5.29
4568,129 x 64.9 x 8.9,129.0,64.9,8.9,5.08 x 2.56 x 0.35,5.08,2.56,0.35,130.0,4.59
4409,127.4 x 64.8 x 6.7,127.4,64.8,6.7,5.02 x 2.55 x 0.26,5.02,2.55,0.26,130.0,4.59
4381,122 x 61 x 13,122.0,61.0,13.0,4.80 x 2.40 x 0.51,4.8,2.4,0.51,139.0,4.9
4264,190 x 124 x 10.5,190.0,124.0,10.5,7.48 x 4.88 x 0.41,7.48,4.88,0.41,390.0,13.76
4265,190 x 124 x 10.5,190.0,124.0,10.5,7.48 x 4.88 x 0.41,7.48,4.88,0.41,390.0,13.76
4260,112 x 57 x 12.7,112.0,57.0,12.7,4.41 x 2.24 x 0.5,4.41,2.24,0.5,109.0,3.84
4234,115 x 62.8 x 9.9,115.0,62.8,9.9,4.53 x 2.47 x 0.39,4.53,2.47,0.39,105.0,3.7
4109,118 x 59.9 x 9.9,118.0,59.9,9.9,4.65 x 2.36 x 0.39,4.65,2.36,0.39,121.0,4.27
4057,117 x 61 x 13,117.0,61.0,13.0,4.61 x 2.40 x 0.51,4.61,2.4,0.51,120.0,4.23
4226,120 x 62 x 11.6,120.0,62.0,11.6,4.72 x 2.44 x 0.46,4.72,2.44,0.46,130.0,4.59
4204,104 x 56 x 13,104.0,56.0,13.0,4.09 x 2.20 x 0.51,4.09,2.2,0.51,100.0,3.53
3789,200 x 109.5 x 12.5,200.0,109.5,12.5,7.87 x 4.31 x 0.49,7.87,4.31,0.49,440.0,15.52
3595,122 x 66 x 10,122.0,66.0,10.0,4.80 x 2.60 x 0.39,4.8,2.6,0.39,143.0,5.04
3596,120 x 62 x 11.6,120.0,62.0,11.6,4.72 x 2.44 x 0.46,4.72,2.44,0.46,130.0,4.59
3840,110 x 56.5 x 11.2,110.0,56.5,11.2,4.33 x 2.22 x 0.44,4.33,2.22,0.44,104.0,3.67
3513,104 x 54.8 x 13.5,104.0,54.8,13.5,4.09 x 2.16 x 0.53,4.09,2.16,0.53,102.1,3.6
3451,112 x 58 x 12.8,112.0,58.0,12.8,4.41 x 2.28 x 0.50,4.41,2.28,0.5,115.0,4.06
11924,164.8 x 76.4 x 8.8,164.8,76.4,8.8,6.49 x 3.01 x 0.35,6.49,3.01,0.35,195.0,6.88
11822,164.2 x 75.8 x 8.4,164.2,75.8,8.4,6.46 x 2.98 x 0.33,6.46,2.98,0.33,191.0,6.74
11498,170.5 x 77.6 x 8.3,170.5,77.6,8.3,6.71 x 3.06 x 0.33,6.71,3.06,0.33,195.0,6.88
11473,164.8 x 76.4 x 8.8,164.8,76.4,8.8,6.49 x 3.01 x 0.35,6.49,3.01,0.35,190.0,6.7
12476,208.9 x 129.5 x 7.6,208.9,129.5,7.6,8.22 x 5.10 x 0.30,8.22,5.1,0.3,350.0,12.35
12052,215.4 x 136.8 x 8,215.4,136.8,8.0,8.48 x 5.39 x 0.31,8.48,5.39,0.31,344.0,12.13
12521,197.8 x 119.8 x 9,197.8,119.8,9.0,7.79 x 4.72 x 0.35,7.79,4.72,0.35,320.0,11.29
11747,163.6 x 77 x 8,163.6,77.0,8.0,6.44 x 3.03 x 0.31,6.44,3.03,0.31,209.0,7.37
11394,207.1 x 128.1 x 7.9,207.1,128.1,7.9,8.15 x 5.04 x 0.31,8.15,5.04,0.31,375.0,13.23
12008,165.1 x 75.7 x 9.1,165.1,75.7,9.1,6.5 x 2.98 x 0.36,6.5,2.98,0.36,198.0,6.98
10972,165.1 x 75.9 x 9.2,165.1,75.9,9.2,6.5 x 2.99 x 0.36,6.5,2.99,0.36,200.0,7.05
10992,176.2 x 102.3 x 8.3,176.2,102.3,8.3,6.94 x 4.03 x 0.33,6.94,4.03,0.33,237.0,8.36
10970,165.2 x 75.7 x 9.1,165.2,75.7,9.1,6.50 x 2.98 x 0.36,6.5,2.98,0.36,200.0,7.05
10630,165.2 x 75.7 x 9.2,165.2,75.7,9.2,6.50 x 2.98 x 0.36,6.5,2.98,0.36,200.0,7.05
10733,163.8 x 75.6 x 9.3,163.8,75.6,9.3,6.45 x 2.98 x 0.37,6.45,2.98,0.37,205.0,7.23
10406,241.5 x 149.4 x 8.3,241.5,149.4,8.3,9.51 x 5.88 x 0.33,9.51,5.88,0.33,420.0,14.82
10329,169.2 x 78.5 x 9.9,169.2,78.5,9.9,6.66 x 3.09 x 0.39,6.66,3.09,0.39,239.0,8.43
9821,156.6 x 74.3 x 7.9,156.6,74.3,7.9,6.17 x 2.93 x 0.31,6.17,2.93,0.31,164.0,5.78
9822,154.7 x 72.9 x 9.2,154.7,72.9,9.2,6.09 x 2.87 x 0.36,6.09,2.87,0.36,172.0,6.07
9826,198.2 x 122.6 x 8.2,198.2,122.6,8.2,7.80 x 4.83 x 0.32,7.8,4.83,0.32,305.0,10.76
9825,199.1 x 121.8 x 8.2,199.1,121.8,8.2,7.84 x 4.80 x 0.32,7.84,4.8,0.32,305.0,10.76
9824,176.3 x 102.9 x 8.3,176.3,102.9,8.3,6.94 x 4.05 x 0.33,6.94,4.05,0.33,236.0,8.32
9757,157 x 74.5 x 8,157.0,74.5,8.0,6.18 x 2.93 x 0.31,6.18,2.93,0.31,159.0,5.61
9754,157.5 x 74.6 x 8.7,157.5,74.6,8.7,6.20 x 2.94 x 0.34,6.2,2.94,0.34,185.0,6.53
9711,156.6 x 74.3 x 7.9,156.6,74.3,7.9,6.17 x 2.93 x 0.31,6.17,2.93,0.31,164.0,5.78
9671,157.5 x 74.6 x 8.7,157.5,74.6,8.7,6.20 x 2.94 x 0.34,6.2,2.94,0.34,185.0,6.53
9655,156.4 x 75 x 8,156.4,75.0,8.0,6.16 x 2.95 x 0.31,6.16,2.95,0.31,161.0,5.68
9609,177.9 x 86.5 x 7.9,177.9,86.5,7.9,7.00 x 3.41 x 0.31,7.0,3.41,0.31,195.0,6.88
9490,154.5 x 75.5 x 7.7,154.5,75.5,7.7,6.08 x 2.97 x 0.30,6.08,2.97,0.3,170.0,6.0
9436,156.7 x 74.5 x 7.9,156.7,74.5,7.9,6.17 x 2.93 x 0.31,6.17,2.93,0.31,172.0,6.07
9489,155.1 x 73 x 9.3,155.1,73.0,9.3,6.11 x 2.87 x 0.37,6.11,2.87,0.37,210.0,7.41
9349,155.1 x 73 x 9.3,155.1,73.0,9.3,6.11 x 2.87 x 0.37,6.11,2.87,0.37,210.0,7.41
9375,154.5 x 75.5 x 7.7,154.5,75.5,7.7,6.08 x 2.97 x 0.30,6.08,2.97,0.3,170.0,6.0
9374,156 x 75 x 8,156.0,75.0,8.0,6.14 x 2.95 x 0.31,6.14,2.95,0.31,165.0,5.82
9371,153.8 x 72.9 x 8,153.8,72.9,8.0,6.06 x 2.87 x 0.31,6.06,2.87,0.31,155.0,5.47
9222,153 x 75.7 x 7.9,153.0,75.7,7.9,6.02 x 2.98 x 0.31,6.02,2.98,0.31,165.0,5.82
9226,158.3 x 76.7 x 8.5,158.3,76.7,8.5,6.23 x 3.02 x 0.33,6.23,3.02,0.33,176.0,6.21
9225,146.2 x 70.9 x 9.8,146.2,70.9,9.8,5.76 x 2.79 x 0.39,5.76,2.79,0.39,160.0,5.64
9144,153.8 x 72.6 x 7.9,153.8,72.6,7.9,6.06 x 2.86 x 0.31,6.06,2.86,0.31,155.0,5.47
9143,153.8 x 72.7 x 7.8,153.8,72.7,7.8,6.06 x 2.86 x 0.31,6.06,2.86,0.31,160.0,5.64
9116,154 x 73.5 x 7.8,154.0,73.5,7.8,6.06 x 2.89 x 0.31,6.06,2.89,0.31,155.0,5.47
8973,155.2 x 73.5 x 8.5,155.2,73.5,8.5,6.11 x 2.89 x 0.33,6.11,2.89,0.33,153.8,5.43
8942,194.8 x 102 x 8.8,194.8,102.0,8.8,7.67 x 4.02 x 0.35,7.67,4.02,0.35,254.0,8.96
8941,193 x 98.7 x 8.4,193.0,98.7,8.4,7.60 x 3.89 x 0.33,7.6,3.89,0.33,260.0,9.17
8834,147.9 x 73.7 x 9,147.9,73.7,9.0,5.82 x 2.90 x 0.35,5.82,2.9,0.35,165.0,5.82
8850,147.9 x 73.7 x 8.6,147.9,73.7,8.6,5.82 x 2.90 x 0.34,5.82,2.9,0.34,165.0,5.82
8794,154.5 x 75.9 x 8.5,154.5,75.9,8.5,6.08 x 2.99 x 0.33,6.08,2.99,0.33,180.0,6.35
8603,210 x 123 x 7,210.0,123.0,7.0,8.27 x 4.84 x 0.28,8.27,4.84,0.28,300.0,10.58
8602,211 x 124 x 8.2,211.0,124.0,8.2,8.31 x 4.88 x 0.32,8.31,4.88,0.32,310.0,10.93
8559,210 x 125 x 8.9,210.0,125.0,8.9,8.27 x 4.92 x 0.35,8.27,4.92,0.35,329.0,11.61
8423,142.9 x 74.5 x 7.7,142.9,74.5,7.7,5.63 x 2.93 x 0.30,5.63,2.93,0.3,160.0,5.64
8376,141 x 71 x 8.8,141.0,71.0,8.8,5.55 x 2.80 x 0.35,5.55,2.8,0.35,142.0,5.01
8375,141 x 71 x 8.8,141.0,71.0,8.8,5.55 x 2.80 x 0.35,5.55,2.8,0.35,142.0,5.01
8506,132.5 x 66 x 9.9,132.5,66.0,9.9,5.22 x 2.60 x 0.39,5.22,2.6,0.39,144.0,5.08
8320,133 x 66 x 9.9,133.0,66.0,9.9,5.24 x 2.60 x 0.39,5.24,2.6,0.39,146.0,5.15
8319,153 x 76 x 8.3,153.0,76.0,8.3,6.02 x 2.99 x 0.33,6.02,2.99,0.33,177.0,6.24
8318,151 x 76 x 8.4,151.0,76.0,8.4,5.94 x 2.99 x 0.33,5.94,2.99,0.33,169.0,5.96
8317,141.9 x 70.3 x 9.3,141.9,70.3,9.3,5.59 x 2.77 x 0.37,5.59,2.77,0.37,145.0,5.11
8316,141.9 x 70.3 x 8.2,141.9,70.3,8.2,5.59 x 2.77 x 0.32,5.59,2.77,0.32,140.0,4.94
8208,124.5 x 64 x 10.6,124.5,64.0,10.6,4.90 x 2.52 x 0.42,4.9,2.52,0.42,132.0,4.66
8193,143 x 71.4 x 8.6,143.0,71.4,8.6,5.63 x 2.81 x 0.34,5.63,2.81,0.34,139.0,4.9
8147,173.9 x 88.3 x 9.6,173.9,88.3,9.6,6.85 x 3.48 x 0.38,6.85,3.48,0.38,218.0,7.69
8146,175 x 89.5 x 9.6,175.0,89.5,9.6,6.89 x 3.52 x 0.38,6.89,3.52,0.38,225.0,7.94
8145,179.8 x 88.6 x 10.7,179.8,88.6,10.7,7.08 x 3.49 x 0.42,7.08,3.49,0.42,259.0,9.14
8125,141.7 x 68.9 x 8.5,141.7,68.9,8.5,5.58 x 2.71 x 0.33,5.58,2.71,0.33,149.0,5.26
8101,143.5 x 71.8 x 9,143.5,71.8,9.0,5.65 x 2.83 x 0.35,5.65,2.83,0.35,166.0,5.86
8038,145.4 x 70.5 x 7.5,145.4,70.5,7.5,5.72 x 2.78 x 0.30,5.72,2.78,0.3,145.0,5.11
7952,210 x 125 x 8.9,210.0,125.0,8.9,8.27 x 4.92 x 0.35,8.27,4.92,0.35,329.0,11.61
7951,191 x 100 x 8.8,191.0,100.0,8.8,7.52 x 3.94 x 0.35,7.52,3.94,0.35,260.0,9.17
7947,142 x 71 x 8,142.0,71.0,8.0,5.59 x 2.80 x 0.31,5.59,2.8,0.31,142.0,5.01
7946,142 x 71 x 8,142.0,71.0,8.0,5.59 x 2.80 x 0.31,5.59,2.8,0.31,142.0,5.01
7939,152.6 x 76.2 x 8,152.6,76.2,8.0,6.01 x 3.00 x 0.31,6.01,3.0,0.31,150.0,5.29
7918,152.9 x 75.6 x 9.9,152.9,75.6,9.9,6.02 x 2.98 x 0.39,6.02,2.98,0.39,189.0,6.67
7878,152 x 75.7 x 8.5,152.0,75.7,8.5,5.98 x 2.98 x 0.33,5.98,2.98,0.33,165.0,5.82
7865,142 x 71 x 8,142.0,71.0,8.0,5.59 x 2.80 x 0.31,5.59,2.8,0.31,142.0,5.01
7850,145 x 71 x 8.6,145.0,71.0,8.6,5.71 x 2.80 x 0.34,5.71,2.8,0.34,129.0,4.55
7802,153.6 x 76.5 x 9.2,153.6,76.5,9.2,6.05 x 3.01 x 0.36,6.05,3.01,0.36,158.0,5.57
7755,154 x 76.5 x 9.3,154.0,76.5,9.3,6.06 x 3.01 x 0.37,6.06,3.01,0.37,175.0,6.17
7742,141.2 x 71.2 x 8.8,141.2,71.2,8.8,5.56 x 2.80 x 0.35,5.56,2.8,0.35,140.0,4.94
7605,124.5 x 64 x 10.6,124.5,64.0,10.6,4.90 x 2.52 x 0.42,4.9,2.52,0.42,132.0,4.66
8142,186 x 97 x 8.9,186.0,97.0,8.9,7.32 x 3.82 x 0.35,7.32,3.82,0.35,250.0,8.82
7557,186.6 x 96.6 x 7.6,186.6,96.6,7.6,7.35 x 3.80 x 0.30,7.35,3.8,0.3,229.0,8.08
7539,152.9 x 75.6 x 9.9,152.9,75.6,9.9,6.02 x 2.98 x 0.39,6.02,2.98,0.39,189.0,6.67
7711,141 x 70 x 8.2,141.0,70.0,8.2,5.55 x 2.76 x 0.32,5.55,2.76,0.32,128.0,4.52
7552,141 x 70 x 8.2,141.0,70.0,8.2,5.55 x 2.76 x 0.32,5.55,2.76,0.32,128.0,4.52
7540,141 x 71.8 x 9.3,141.0,71.8,9.3,5.55 x 2.83 x 0.37,5.55,2.83,0.37,148.0,5.22
7354,143.3 x 70.8 x 7.8,143.3,70.8,7.8,5.64 x 2.79 x 0.31,5.64,2.79,0.31,132.0,4.66
7511,155.7 x 77.3 x 8.9,155.7,77.3,8.9,6.13 x 3.04 x 0.35,6.13,3.04,0.35,175.0,6.17
7507,131.5 x 66.5 x 9.9,131.5,66.5,9.9,5.18 x 2.62 x 0.39,5.18,2.62,0.39,137.0,4.83
8043,149.9 x 77.1 x 9.2,149.9,77.1,9.2,5.90 x 3.04 x 0.36,5.9,3.04,0.36,174.0,6.14
7233,142.8 x 71.8 x 9,142.8,71.8,9.0,5.62 x 2.83 x 0.35,5.62,2.83,0.35,157.0,5.54
7214,143.3 x 72 x 7.7,143.3,72.0,7.7,5.64 x 2.83 x 0.30,5.64,2.83,0.3,128.0,4.52
7197,141 x 70 x 8.2,141.0,70.0,8.2,5.55 x 2.76 x 0.32,5.55,2.76,0.32,128.0,4.52
7192,121 x 62 x 9.5,121.0,62.0,9.5,4.76 x 2.44 x 0.37,4.76,2.44,0.37,117.0,4.13
7147,152.6 x 76.2 x 8,152.6,76.2,8.0,6.01 x 3.00 x 0.31,6.01,3.0,0.31,150.0,5.29
7046,142 x 70 x 7.3,142.0,70.0,7.3,5.59 x 2.76 x 0.29,5.59,2.76,0.29,145.0,5.11
7886,152.6 x 76.2 x 8,152.6,76.2,8.0,6.01 x 3.00 x 0.31,6.01,3.0,0.31,140.0,4.94
7088,152.6 x 76.2 x 8,152.6,76.2,8.0,6.01 x 3.00 x 0.31,6.01,3.0,0.31,140.0,4.94
7167,140 x 71.4 x 10,140.0,71.4,10.0,5.51 x 2.81 x 0.39,5.51,2.81,0.39,160.0,5.64
7090,210 x 125 x 8.9,210.0,125.0,8.9,8.27 x 4.92 x 0.35,8.27,4.92,0.35,360.0,12.7
7063,142 x 71.8 x 8.9,142.0,71.8,8.9,5.59 x 2.83 x 0.35,5.59,2.83,0.35,149.0,5.26
6956,191 x 105 x 8.9,191.0,105.0,8.9,7.52 x 4.13 x 0.35,7.52,4.13,0.35,269.0,9.49
8185,189 x 105 x 9.3,189.0,105.0,9.3,7.44 x 4.13 x 0.37,7.44,4.13,0.37,269.0,9.49
6955,189 x 105 x 9.3,189.0,105.0,9.3,7.44 x 4.13 x 0.37,7.44,4.13,0.37,269.0,9.49
6938,141 x 70 x 8.2,141.0,70.0,8.2,5.55 x 2.76 x 0.32,5.55,2.76,0.32,128.0,4.52
6920,150 x 77.4 x 8.5,150.0,77.4,8.5,5.91 x 3.05 x 0.33,5.91,3.05,0.33,156.0,5.5
6919,146.3 x 71 x 7,146.3,71.0,7.0,5.76 x 2.80 x 0.28,5.76,2.8,0.28,140.0,4.94
6848,141 x 70.5 x 7.9,141.0,70.5,7.9,5.55 x 2.78 x 0.31,5.55,2.78,0.31,128.0,4.52
6842,169.3 x 83.6 x 8.7,169.3,83.6,8.7,6.67 x 3.29 x 0.34,6.67,3.29,0.34,170.0,6.0
6855,149.5 x 76.6 x 8.7,149.5,76.6,8.7,5.89 x 3.02 x 0.34,5.89,3.02,0.34,173.0,6.1
6789,123.5 x 63.8 x 10.2,123.5,63.8,10.2,4.86 x 2.51 x 0.40,4.86,2.51,0.4,130.0,4.59
6788,151 x 77.8 x 9,151.0,77.8,9.0,5.94 x 3.06 x 0.35,5.94,3.06,0.35,175.0,6.17
6787,139.8 x 69.9 x 8.1,139.8,69.9,8.1,5.50 x 2.75 x 0.32,5.5,2.75,0.32,129.0,4.55
6739,146 x 71.7 x 6.9,146.0,71.7,6.9,5.75 x 2.82 x 0.27,5.75,2.82,0.27,129.0,4.55
6746,141.5 x 73.2 x 9.1,141.5,73.2,9.1,5.57 x 2.88 x 0.36,5.57,2.88,0.36,170.0,6.0
6730,210 x 149 x 7,210.0,149.0,7.0,8.27 x 5.87 x 0.28,8.27,5.87,0.28,419.0,14.78
6681,209.8 x 123.8 x 7.9,209.8,123.8,7.9,8.26 x 4.87 x 0.31,8.26,4.87,0.31,299.0,10.55
6643,140.2 x 68.6 x 7.3,140.2,68.6,7.3,5.52 x 2.70 x 0.29,5.52,2.7,0.29,120.0,4.23
6642,148.5 x 76.4 x 7.8,148.5,76.4,7.8,5.85 x 3.01 x 0.31,5.85,3.01,0.31,158.0,5.57
6595,150 x 77 x 8.9,150.0,77.0,8.9,5.91 x 3.03 x 0.35,5.91,3.03,0.35,161.0,5.68
6396,156 x 81.3 x 7.7,156.0,81.3,7.7,6.14 x 3.20 x 0.30,6.14,3.2,0.3,179.0,6.31
6529,140.5 x 70.8 x 9,140.5,70.8,9.0,5.53 x 2.79 x 0.35,5.53,2.79,0.35,180.0,6.35
6293,146 x 76.7 x 7.9,146.0,76.7,7.9,5.75 x 3.02 x 0.31,5.75,3.02,0.31,146.0,5.15
6370,159 x 84 x 8.7,159.0,84.0,8.7,6.26 x 3.31 x 0.34,6.26,3.31,0.34,171.5,6.07
6673,135 x 68.2 x 9.9,135.0,68.2,9.9,5.31 x 2.69 x 0.39,5.31,2.69,0.39,145.0,5.11
6369,164 x 85.4 x 9,164.0,85.4,9.0,6.46 x 3.36 x 0.35,6.46,3.36,0.35,192.0,6.77
6368,145 x 73.5 x 10.8,145.0,73.5,10.8,5.71 x 2.89 x 0.43,5.71,2.89,0.43,165.0,5.82
6296,117 x 63.5 x 12.2,117.0,63.5,12.2,4.61 x 2.5 x 0.48,4.61,2.5,0.48,121.0,4.27
6674,139.6 x 72 x 10,139.6,72.0,10.0,5.50 x 2.83 x 0.39,5.5,2.83,0.39,148.0,5.22
6283,132 x 67.6 x 11.1,132.0,67.6,11.1,5.20 x 2.66 x 0.44,5.2,2.66,0.44,145.0,5.11
6281,217 x 136 x 8.9,217.0,136.0,8.9,8.54 x 5.35 x 0.35,8.54,5.35,0.35,360.0,12.7
6280,198 x 121.2 x 9.9,198.0,121.2,9.9,7.80 x 4.77 x 0.39,7.8,4.77,0.39,320.0,11.29
6279,198 x 119.8 x 10.5,198.0,119.8,10.5,7.80 x 4.72 x 0.41,7.8,4.72,0.41,327.0,11.53
6159,149.5 x 77 x 10.3,149.5,77.0,10.3,5.89 x 3.03 x 0.41,5.89,3.03,0.41,190.0,6.7
6158,141 x 71 x 8.2,141.0,71.0,8.2,5.55 x 2.80 x 0.32,5.55,2.8,0.32,140.0,4.94
6157,137 x 68.8 x 10,137.0,68.8,10.0,5.39 x 2.71 x 0.39,5.39,2.71,0.39,151.0,5.33
6047,164 x 85.4 x 9.3,164.0,85.4,9.3,6.46 x 3.36 x 0.37,6.46,3.36,0.37,196.0,6.91
5934,142 x 72.5 x 9.2,142.0,72.5,9.2,5.59 x 2.85 x 0.36,5.59,2.85,0.36,163.3,5.75
5894,170 x 86.5 x 8.7,170.0,86.5,8.7,6.69 x 3.41 x 0.34,6.69,3.41,0.34,170.0,6.0
5893,138 x 69.8 x 8.8,138.0,69.8,8.8,5.43 x 2.75 x 0.35,5.43,2.75,0.35,126.0,4.44
5843,149.1 x 77 x 7.9,149.1,77.0,7.9,5.87 x 3.03 x 0.31,5.87,3.03,0.31,145.2,5.11
5830,131 x 66 x 10,131.0,66.0,10.0,5.16 x 2.60 x 0.39,5.16,2.6,0.39,159.0,5.61
5851,132 x 66.7 x 9.9,132.0,66.7,9.9,5.20 x 2.63 x 0.39,5.2,2.63,0.39,146.0,5.15
5684,144 x 74 x 6.9,144.0,74.0,6.9,5.67 x 2.91 x 0.27,5.67,2.91,0.27,121.0,4.27
5683,190.5 x 116.8 x 7.6,190.5,116.8,7.6,7.5 x 4.60 x 0.30,7.5,4.6,0.3,244.9,8.61
5689,153.5 x 79.3 x 9.5,153.5,79.3,9.5,6.04 x 3.12 x 0.37,6.04,3.12,0.37,184.0,6.49
5612,136 x 69 x 10.4,136.0,69.0,10.4,5.35 x 2.72 x 0.41,5.35,2.72,0.41,130.0,4.59
5544,143 x 73 x 10,143.0,73.0,10.0,5.63 x 2.87 x 0.39,5.63,2.87,0.39,176.0,6.21
5486,139.5 x 69.7 x 9,139.5,69.7,9.0,5.49 x 2.74 x 0.35,5.49,2.74,0.35,143.0,5.04
5450,125.6 x 64 x 10.1,125.6,64.0,10.1,4.94 x 2.52 x 0.40,4.94,2.52,0.4,131.0,4.62
5850,124 x 64 x 11.7,124.0,64.0,11.7,4.88 x 2.52 x 0.46,4.88,2.52,0.46,120.0,4.23
5385,154 x 77.7 x 7.9,154.0,77.7,7.9,6.06 x 3.06 x 0.31,6.06,3.06,0.31,159.0,5.61
5353,194 x 120 x 11,194.0,120.0,11.0,7.64 x 4.72 x 0.43,7.64,4.72,0.43,339.0,11.96
5352,199 x 121 x 10.7,199.0,121.0,10.7,7.83 x 4.76 x 0.42,7.83,4.76,0.42,340.0,11.99
5241,157 x 78 x 6.9,157.0,78.0,6.9,6.18 x 3.07 x 0.27,6.18,3.07,0.27,162.0,5.71
5244,143 x 74.2 x 9.3,143.0,74.2,9.3,5.63 x 2.92 x 0.37,5.63,2.92,0.37,176.0,6.21
5247,195.1 x 125 x 11.9,195.1,125.0,11.9,7.68 x 4.92 x 0.47,7.68,4.92,0.47,400.0,14.11
5463,147 x 73 x 9.4,147.0,73.0,9.4,5.79 x 2.87 x 0.37,5.79,2.87,0.37,165.4,5.82
5462,135 x 68.2 x 9.9,135.0,68.2,9.9,5.31 x 2.69 x 0.39,5.31,2.69,0.39,151.0,5.33
5245,133.5 x 68.9 x 11.5,133.5,68.9,11.5,5.26 x 2.71 x 0.45,5.26,2.71,0.45,155.0,5.47
5333,126.6 x 65.4 x 13.2,126.6,65.4,13.2,4.98 x 2.57 x 0.52,4.98,2.57,0.52,154.8,5.43
5246,124 x 65 x 11,124.0,65.0,11.0,4.88 x 2.56 x 0.43,4.88,2.56,0.43,134.0,4.73
5243,132.3 x 68.3 x 9.9,132.3,68.3,9.9,5.21 x 2.69 x 0.39,5.21,2.69,0.39,140.0,4.94
5140,133 x 67 x 11.9,133.0,67.0,11.9,5.24 x 2.64 x 0.47,5.24,2.64,0.47,161.0,5.68
5095,115.8 x 60.8 x 11.9,115.8,60.8,11.9,4.56 x 2.39 x 0.47,4.56,2.39,0.47,135.0,4.76
5094,125 x 63 x 12.3,125.0,63.0,12.3,4.92 x 2.48 x 0.48,4.92,2.48,0.48,155.0,5.47
5060,142 x 78 x 9.9,142.0,78.0,9.9,5.59 x 3.07 x 0.39,5.59,3.07,0.39,196.0,6.91
4985,125 x 65 x 10.5,125.0,65.0,10.5,4.92 x 2.56 x 0.41,4.92,2.56,0.41,138.0,4.87
4956,143.5 x 74.4 x 9.6,143.5,74.4,9.6,5.65 x 2.93 x 0.38,5.65,2.93,0.38,193.5,6.81
4911,125.6 x 64.6 x 12.8,125.6,64.6,12.8,4.94 x 2.54 x 0.50,4.94,2.54,0.5,162.0,5.71
4424,122 x 60 x 10.9,122.0,60.0,10.9,4.80 x 2.36 x 0.43,4.8,2.36,0.43,120.0,4.23
4445,130.5 x 71.2 x 11,130.5,71.2,11.0,5.14 x 2.80 x 0.43,5.14,2.8,0.43,161.0,5.68
10742,166.5 x 77.3 x 9.3,166.5,77.3,9.3,6.56 x 3.04 x 0.37,6.56,3.04,0.37,201.0,7.09
10743,166.5 x 77.3 x 9.3,166.5,77.3,9.3,6.56 x 3.04 x 0.37,6.56,3.04,0.37,201.0,7.09
10744,166.5 x 77.3 x 9.3,166.5,77.3,9.3,6.56 x 3.04 x 0.37,6.56,3.04,0.37,201.0,7.09
10585,166.2 x 76.3 x 8.4,166.2,76.3,8.4,6.54 x 3.00 x 0.33,6.54,3.0,0.33,173.6,6.14
10586,166.2 x 76.3 x 8.4,166.2,76.3,8.4,6.54 x 3.00 x 0.33,6.54,3.0,0.33,173.6,6.14
10564,166.4 x 77.2 x 8.4,166.4,77.2,8.4,6.55 x 3.04 x 0.33,6.55,3.04,0.33,202.4,7.13
10464,165 x 76.7 x 8.4,165.0,76.7,8.4,6.50 x 3.02 x 0.33,6.5,3.02,0.33,186.0,6.56
10558,165 x 76.7 x 8.4,165.0,76.7,8.4,6.50 x 3.02 x 0.33,6.5,3.02,0.33,186.0,6.56
10463,165 x 76.7 x 8.4,165.0,76.7,8.4,6.50 x 3.02 x 0.33,6.5,3.02,0.33,188.0,6.63
10459,165 x 76.7 x 8.4,165.0,76.7,8.4,6.50 x 3.02 x 0.33,6.5,3.02,0.33,182.0,6.42
10597,155.7 x 75.4 x 8.4,155.7,75.4,8.4,6.13 x 2.97 x 0.33,6.13,2.97,0.33,169.5,6.0
