device_id,body_dims_mm,body_lenght_mm,body_width_mm,body_height_mm,body_dims_inch,body_lenght_inch,body_width_inch,body_height_inch,body_weight_g,body_weight_oz
9543,167 x 72 x 8.2,167.0,72.0,8.2,6.57 x 2.83 x 0.32,6.57,2.83,0.32,178.0,6.28
9591,167 x 73 x 8.3,167.0,73.0,8.3,6.57 x 2.87 x 0.33,6.57,2.87,0.33,180.0,6.35
9353,156 x 68 x 8.4,156.0,68.0,8.4,6.14 x 2.68 x 0.33,6.14,2.68,0.33,162.0,5.71
9592,154 x 72 x 8.9,154.0,72.0,8.9,6.06 x 2.83 x 0.35,6.06,2.83,0.35,156.0,5.5
9268,157 x 75 x 9.6,157.0,75.0,9.6,6.18 x 2.95 x 0.38,6.18,2.95,0.38,205.0,7.23
9232,158 x 73 x 9.9,158.0,73.0,9.9,6.22 x 2.87 x 0.39,6.22,2.87,0.39,193.0,6.81
9166,158 x 80 x 11.9,158.0,80.0,11.9,6.22 x 3.15 x 0.47,6.22,3.15,0.47,236.0,8.32
9081,153 x 72 x 11.1,153.0,72.0,11.1,6.02 x 2.83 x 0.44,6.02,2.83,0.44,198.0,6.98
9082,135 x 65 x 12.1,135.0,65.0,12.1,5.31 x 2.56 x 0.48,5.31,2.56,0.48,168.0,5.93
8985,163 x 80 x 9.5,163.0,80.0,9.5,6.42 x 3.15 x 0.37,6.42,3.15,0.37,221.0,7.8
8986,142 x 70 x 9.7,142.0,70.0,9.7,5.59 x 2.76 x 0.38,5.59,2.76,0.38,171.0,6.03
8987,150 x 78 x 9.8,150.0,78.0,9.8,5.91 x 3.07 x 0.39,5.91,3.07,0.39,178.0,6.28
8804,148 x 73.4 x 7.4,148.0,73.4,7.4,5.83 x 2.89 x 0.29,5.83,2.89,0.29,155.0,5.47
8840,155 x 75 x 8.7,155.0,75.0,8.7,6.10 x 2.95 x 0.34,6.1,2.95,0.34,189.0,6.67
8610,129 x 65 x 9.3,129.0,65.0,9.3,5.08 x 2.56 x 0.37,5.08,2.56,0.37,140.0,4.94
8619,151 x 74 x 8.7,151.0,74.0,8.7,5.94 x 2.91 x 0.34,5.94,2.91,0.34,180.0,6.35
8599,146 x 72 x 8.1,146.0,72.0,8.1,5.75 x 2.83 x 0.32,5.75,2.83,0.32,161.0,5.68
8593,156 x 77 x 7.9,156.0,77.0,7.9,6.14 x 3.03 x 0.31,6.14,3.03,0.31,195.0,6.88
8595,165 x 79 x 8.1,165.0,79.0,8.1,6.50 x 3.11 x 0.32,6.5,3.11,0.32,188.0,6.63
8596,145 x 67 x 8,145.0,67.0,8.0,5.71 x 2.64 x 0.31,5.71,2.64,0.31,143.0,5.04
8292,129 x 65 x 9.5,129.0,65.0,9.5,5.08 x 2.56 x 0.37,5.08,2.56,0.37,135.0,4.76
8313,146 x 72 x 8.1,146.0,72.0,8.1,5.75 x 2.83 x 0.32,5.75,2.83,0.32,161.0,5.68
8113,144 x 69 x 8.2,144.0,69.0,8.2,5.67 x 2.72 x 0.32,5.67,2.72,0.32,147.0,5.19
8102,164 x 79 x 8.4,164.0,79.0,8.4,6.46 x 3.11 x 0.33,6.46,3.11,0.33,202.0,7.13
7949,143.7 x 70.4 x 8.7,143.7,70.4,8.7,5.66 x 2.77 x 0.34,5.66,2.77,0.34,164.4,5.78
7948,143 x 69 x 7.7,143.0,69.0,7.7,5.63 x 2.72 x 0.30,5.63,2.72,0.3,153.0,5.4
7957,143.6 x 66.8 x 7.9,143.6,66.8,7.9,5.65 x 2.63 x 0.31,5.65,2.63,0.31,137.4,4.83
7950,143.6 x 66.8 x 7.9,143.6,66.8,7.9,5.65 x 2.63 x 0.31,5.65,2.63,0.31,137.4,4.83
7538,154.4 x 75.8 x 7.8,154.4,75.8,7.8,6.08 x 2.98 x 0.31,6.08,2.98,0.31,180.0,6.35
7536,154.4 x 75.8 x 7.8,154.4,75.8,7.8,6.08 x 2.98 x 0.31,6.08,2.98,0.31,180.0,6.35
7537,146 x 72 x 7.3,146.0,72.0,7.3,5.75 x 2.83 x 0.29,5.75,2.83,0.29,154.0,5.43
7534,146 x 72 x 7.3,146.0,72.0,7.3,5.75 x 2.83 x 0.29,5.75,2.83,0.29,154.0,5.43
7535,127 x 65 x 8.9,127.0,65.0,8.9,5.0 x 2.56 x 0.35,5.0,2.56,0.35,138.0,4.87
7465,145 x 72 x 7.6,145.0,72.0,7.6,5.71 x 2.83 x 0.30,5.71,2.83,0.3,142.6,5.04
7464,145 x 72 x 7.6,145.0,72.0,7.6,5.71 x 2.83 x 0.30,5.71,2.83,0.3,142.5,5.04
7466,164.2 x 79.6 x 8.2,164.2,79.6,8.2,6.46 x 3.13 x 0.32,6.46,3.13,0.32,187.0,6.6
7463,164.2 x 79.6 x 8.2,164.2,79.6,8.2,6.46 x 3.13 x 0.32,6.46,3.13,0.32,187.0,6.6
7257,146 x 72 x 6.9,146.0,72.0,6.9,5.75 x 2.83 x 0.27,5.75,2.83,0.27,144.0,5.08
6878,146 x 72 x 6.9,146.0,72.0,6.9,5.75 x 2.83 x 0.27,5.75,2.83,0.27,144.0,5.08
7228,150.3 x 77.4 x 7.9,150.3,77.4,7.9,5.92 x 3.05 x 0.31,5.92,3.05,0.31,147.0,5.19
7227,150.3 x 77.4 x 7.9,150.3,77.4,7.9,5.92 x 3.05 x 0.31,5.92,3.05,0.31,147.0,5.19
7100,145.5 x 72.6 x 7.3,145.5,72.6,7.3,5.73 x 2.86 x 0.29,5.73,2.86,0.29,135.0,4.76
7068,145.5 x 72.6 x 7.3,145.5,72.6,7.3,5.73 x 2.86 x 0.29,5.73,2.86,0.29,136.0,4.8
7069,254 x 167 x 6.1,254.0,167.0,6.1,10.0 x 6.57 x 0.24,10.0,6.57,0.24,393.0,13.86
7059,133 x 71 x 10.8,133.0,71.0,10.8,5.24 x 2.80 x 0.43,5.24,2.8,0.43,135.0,4.76
7060,133 x 71 x 10.8,133.0,71.0,10.8,5.24 x 2.80 x 0.43,5.24,2.8,0.43,135.0,4.76
7031,137 x 74.6 x 10.5,137.0,74.6,10.5,5.39 x 2.94 x 0.41,5.39,2.94,0.41,144.0,5.08
6882,137 x 74.6 x 10.5,137.0,74.6,10.5,5.39 x 2.94 x 0.41,5.39,2.94,0.41,144.0,5.08
6663,137.1 x 69.4 x 8.5,137.1,69.4,8.5,5.40 x 2.73 x 0.33,5.4,2.73,0.33,143.8,5.08
6634,137.1 x 69.4 x 8.5,137.1,69.4,8.5,5.40 x 2.73 x 0.33,5.4,2.73,0.33,143.8,5.08
6633,213.4 x 123.6 x 6.4,213.4,123.6,6.4,8.40 x 4.87 x 0.25,8.4,4.87,0.25,270.0,9.52
6632,146 x 72 x 7.3,146.0,72.0,7.3,5.75 x 2.83 x 0.29,5.75,2.83,0.29,152.0,5.36
6796,148.5 x 73.4 x 8.9,148.5,73.4,8.9,5.85 x 2.89 x 0.35,5.85,2.89,0.35,170.6,6.0
6539,146 x 72 x 7.3,146.0,72.0,7.3,5.75 x 2.83 x 0.29,5.75,2.83,0.29,152.0,5.36
6582,140 x 72 x 8.6,140.0,72.0,8.6,5.51 x 2.83 x 0.34,5.51,2.83,0.34,149.0,5.26
6538,127.3 x 64.9 x 8.6,127.3,64.9,8.6,5.01 x 2.56 x 0.34,5.01,2.56,0.34,129.0,4.55
6489,156.2 x 78.7 x 7.6,156.2,78.7,7.6,6.15 x 3.10 x 0.30,6.15,3.1,0.3,149.7,5.29
6488,156.2 x 78.7 x 7.6,156.2,78.7,7.6,6.15 x 3.10 x 0.30,6.15,3.1,0.3,149.7,5.29
6456,137 x 72 x 11,137.0,72.0,11.0,5.39 x 2.83 x 0.43,5.39,2.83,0.43,163.0,5.75
6408,150.7 x 77 x 7,150.7,77.0,7.0,5.93 x 3.03 x 0.28,5.93,3.03,0.28,148.0,5.22
6146,139.7 x 71.1 x 8.6,139.7,71.1,8.6,5.5 x 2.80 x 0.34,5.5,2.8,0.34,148.0,5.22
6162,139.7 x 71.1 x 8.6,139.7,71.1,8.6,5.5 x 2.80 x 0.34,5.5,2.8,0.34,148.0,5.22
6145,266 x 172 x 6.4,266.0,172.0,6.4,10.47 x 6.77 x 0.25,10.47,6.77,0.25,439.0,15.49
6161,266 x 172 x 6.4,266.0,172.0,6.4,10.47 x 6.77 x 0.25,10.47,6.77,0.25,426.0,15.03
6144,146.8 x 73.3 x 8.2,146.8,73.3,8.2,5.78 x 2.89 x 0.32,5.78,2.89,0.32,163.0,5.75
5967,118 x 62.4 x 12,118.0,62.4,12.0,4.65 x 2.46 x 0.47,4.65,2.46,0.47,122.0,4.3
5966,118 x 62.4 x 12,118.0,62.4,12.0,4.65 x 2.46 x 0.47,4.65,2.46,0.47,120.0,4.23
5968,165.2 x 83.8 x 7.7,165.2,83.8,7.7,6.50 x 3.30 x 0.30,6.5,3.3,0.3,171.8,6.03
5950,145.7 x 73.9 x 8.6,145.7,73.9,8.6,5.74 x 2.91 x 0.34,5.74,2.91,0.34,162.0,5.71
5753,127 x 64.9 x 9.5,127.0,64.9,9.5,5.0 x 2.56 x 0.37,5.0,2.56,0.37,137.0,4.83
5596,144 x 74 x 8.5,144.0,74.0,8.5,5.67 x 2.91 x 0.33,5.67,2.91,0.33,170.0,6.0
5540,179.4 x 92.2 x 6.5,179.4,92.2,6.5,7.06 x 3.63 x 0.26,7.06,3.63,0.26,212.0,7.48
5541,141.5 x 74.2 x 8.9,141.5,74.2,8.9,5.57 x 2.92 x 0.35,5.57,2.92,0.35,153.0,5.4
5497,124 x 62 x 9.3,124.0,62.0,9.3,4.88 x 2.44 x 0.37,4.88,2.44,0.37,115.0,4.06
5421,131.3 x 67.3 x 10.5,131.3,67.3,10.5,5.17 x 2.65 x 0.41,5.17,2.65,0.41,138.0,4.87
5363,128.7 x 65 x 9.7,128.7,65.0,9.7,5.07 x 2.56 x 0.38,5.07,2.56,0.38,137.0,4.83
5364,130.6 x 67.1 x 10,130.6,67.1,10.0,5.14 x 2.64 x 0.39,5.14,2.64,0.39,155.0,5.47
5204,139 x 71 x 7.9,139.0,71.0,7.9,5.47 x 2.80 x 0.31,5.47,2.8,0.31,146.0,5.15
5203,131.6 x 69.3 x 9.8,131.6,69.3,9.8,5.18 x 2.73 x 0.39,5.18,2.73,0.39,151.0,5.33
5148,113.5 x 61.8 x 11,113.5,61.8,11.0,4.47 x 2.43 x 0.43,4.47,2.43,0.43,115.7,4.06
5149,113.5 x 61.8 x 11,113.5,61.8,11.0,4.47 x 2.43 x 0.43,4.47,2.43,0.43,115.7,4.06
5015,129.4 x 67.3 x 9.4,129.4,67.3,9.4,5.09 x 2.65 x 0.37,5.09,2.65,0.37,148.0,5.22
4958,129 x 65 x 10.7,129.0,65.0,10.7,5.08 x 2.56 x 0.42,5.08,2.56,0.42,120.0,4.23
4930,124.3 x 61.2 x 9.2,124.3,61.2,9.2,4.89 x 2.41 x 0.36,4.89,2.41,0.36,124.0,4.37
4959,131 x 68.6 x 8.6,131.0,68.6,8.6,5.16 x 2.70 x 0.34,5.16,2.7,0.34,127.0,4.48
4899,129.4 x 67.3 x 9.4,129.4,67.3,9.4,5.09 x 2.65 x 0.37,5.09,2.65,0.37,139.0,4.9
4894,128 x 64 x 10.6,128.0,64.0,10.6,5.04 x 2.52 x 0.42,5.04,2.52,0.42,144.0,5.08
4832,103 x 57 x 13,103.0,57.0,13.0,4.06 x 2.24 x 0.51,4.06,2.24,0.51,99.4,3.49
4718,103 x 57 x 13,103.0,57.0,13.0,4.06 x 2.24 x 0.51,4.06,2.24,0.51,99.4,3.49
4831,113 x 59.4 x 9.9,113.0,59.4,9.9,4.45 x 2.34 x 0.39,4.45,2.34,0.39,110.0,3.88
4782,111 x 60.3 x 9.8,111.0,60.3,9.8,4.37 x 2.37 x 0.39,4.37,2.37,0.39,110.0,3.88
4781,126 x 66 x 11.9,126.0,66.0,11.9,4.96 x 2.60 x 0.47,4.96,2.6,0.47,147.0,5.19
4775,115 x 54 x 9.4,115.0,54.0,9.4,4.53 x 2.13 x 0.37,4.53,2.13,0.37,95.0,3.35
4774,131 x 69 x 8.6,131.0,69.0,8.6,5.16 x 2.72 x 0.34,5.16,2.72,0.34,127.0,4.48
4773,126 x 66 x 11.9,126.0,66.0,11.9,4.96 x 2.60 x 0.47,4.96,2.6,0.47,149.0,5.26
4772,126 x 66 x 11.9,126.0,66.0,11.9,4.96 x 2.60 x 0.47,4.96,2.6,0.47,149.0,5.26
4647,121 x 61.1 x 12.2,121.0,61.1,12.2,4.76 x 2.41 x 0.48,4.76,2.41,0.48,131.5,4.62
4408,116 x 59 x 9.9,116.0,59.0,9.9,4.57 x 2.32 x 0.39,4.57,2.32,0.39,107.0,3.77
4437,112 x 54 x 12,112.0,54.0,12.0,4.41 x 2.13 x 0.47,4.41,2.13,0.47,110.0,3.88
4436,122 x 59.5 x 10.5,122.0,59.5,10.5,4.80 x 2.34 x 0.41,4.8,2.34,0.41,120.0,4.23
4369,128 x 64 x 10.6,128.0,64.0,10.6,5.04 x 2.52 x 0.42,5.04,2.52,0.42,144.0,5.08
4798,133 x 68 x 10.8,133.0,68.0,10.8,5.24 x 2.68 x 0.43,5.24,2.68,0.43,144.0,5.08
4412,133 x 68 x 10.8,133.0,68.0,10.8,5.24 x 2.68 x 0.43,5.24,2.68,0.43,144.0,5.08
12572,161.4 x 74.2 x 8.9,161.4,74.2,8.9,6.35 x 2.92 x 0.35,6.35,2.92,0.35,199.0,7.02
12581,161.2 x 74.2 x 8,161.2,74.2,8.0,6.35 x 2.92 x 0.31,6.35,2.92,0.31,187.0,6.6
12776,161.1 x 75 x 7.6,161.1,75.0,7.6,6.34 x 2.95 x 0.30,6.34,2.95,0.3,174.5,6.14
12714,160.9 x 75 x 8.2,160.9,75.0,8.2,6.33 x 2.95 x 0.32,6.33,2.95,0.32,209.0,7.37
12715,160.9 x 75 x 8.2,160.9,75.0,8.2,6.33 x 2.95 x 0.32,6.33,2.95,0.32,209.0,7.37
12716,160.5 x 74.3 x 8.1,160.5,74.3,8.1,6.32 x 2.93 x 0.32,6.32,2.93,0.32,198.0,6.98
12697,161.1 x 75 x 7.7,161.1,75.0,7.7,6.34 x 2.95 x 0.30,6.34,2.95,0.3,175.0,6.17
12689,168 x 78 x 8.1,168.0,78.0,8.1,6.61 x 3.07 x 0.32,6.61,3.07,0.32,192.0,6.77
12684,168 x 78 x 8.1,168.0,78.0,8.1,6.61 x 3.07 x 0.32,6.61,3.07,0.32,192.0,6.77
12388,162.2 x 75.7 x 8.5,162.2,75.7,8.5,6.39 x 2.98 x 0.33,6.39,2.98,0.33,200.0,7.05
12389,162.2 x 75.7 x 8.5,162.2,75.7,8.5,6.39 x 2.98 x 0.33,6.39,2.98,0.33,193.0,6.81
12582,161.1 x 75 x 7.6,161.1,75.0,7.6,6.34 x 2.95 x 0.30,6.34,2.95,0.3,173.5,6.14
12470,162.2 x 75.7 x 8.5,162.2,75.7,8.5,6.39 x 2.98 x 0.33,6.39,2.98,0.33,204.0,7.2
12245,165.9 x 76.2 x 8,165.9,76.2,8.0,6.53 x 3.00 x 0.31,6.53,3.0,0.31,188.0,6.63
12134,158.7 x 71.7 x 7.6,158.7,71.7,7.6,6.25 x 2.82 x 0.30,6.25,2.82,0.3,174.0,6.14
12257,162.8 x 75.4 x 8.6,162.8,75.4,8.6,6.41 x 2.97 x 0.34,6.41,2.97,0.34,204.0,7.2
12258,161.1 x 75 x 7.9,161.1,75.0,7.9,6.34 x 2.95 x 0.31,6.34,2.95,0.31,181.0,6.38
12218,159.9 x 73.9 x 8.1,159.9,73.9,8.1,6.30 x 2.91 x 0.32,6.3,2.91,0.32,176.0,6.21
12209,164.2 x 76.1 x 8.1,164.2,76.1,8.1,6.46 x 3.00 x 0.32,6.46,3.0,0.32,201.8,7.13
12181,161.1 x 75 x 7.9,161.1,75.0,7.9,6.34 x 2.95 x 0.31,6.34,2.95,0.31,181.0,6.38
12197,164.9 x 76.8 x 9.1,164.9,76.8,9.1,6.49 x 3.02 x 0.36,6.49,3.02,0.36,192.0,6.77
12124,164.9 x 76.8 x 9.1,164.9,76.8,9.1,6.49 x 3.02 x 0.36,6.49,3.02,0.36,192.0,6.77
12188,165.7 x 76 x 7.9,165.7,76.0,7.9,6.52 x 2.99 x 0.31,6.52,2.99,0.31,183.5,6.49
12072,159.2 x 72.7 x 7.2,159.2,72.7,7.2,6.27 x 2.86 x 0.28,6.27,2.86,0.28,171.0,6.03
12094,162.9 x 76 x 7.9,162.9,76.0,7.9,6.41 x 2.99 x 0.31,6.41,2.99,0.31,181.0,6.38
12092,165.9 x 76.2 x 8,165.9,76.2,8.0,6.53 x 3.00 x 0.31,6.53,3.0,0.31,189.0,6.67
12063,165.9 x 76.2 x 8,165.9,76.2,8.0,6.53 x 3.00 x 0.31,6.53,3.0,0.31,188.0,6.63
12053,164.9 x 76.8 x 9.1,164.9,76.8,9.1,6.49 x 3.02 x 0.36,6.49,3.02,0.36,192.0,6.77
12045,162.9 x 76 x 7.9,162.9,76.0,7.9,6.41 x 2.99 x 0.31,6.41,2.99,0.31,181.0,6.38
12047,163.1 x 76.2 x 8.5,163.1,76.2,8.5,6.42 x 3.00 x 0.33,6.42,3.0,0.33,202.0,7.13
11953,162.9 x 76 x 9,162.9,76.0,9.0,6.41 x 2.99 x 0.35,6.41,2.99,0.35,207.5,7.34
11954,162.9 x 76 x 8.9,162.9,76.0,8.9,6.41 x 2.99 x 0.35,6.41,2.99,0.35,208.4,7.34
11955,163 x 76 x 8,163.0,76.0,8.0,6.42 x 2.99 x 0.31,6.42,2.99,0.31,187.0,6.6
11956,165.9 x 76.2 x 8,165.9,76.2,8.0,6.53 x 3.00 x 0.31,6.53,3.0,0.31,188.0,6.63
11887,163.1 x 75.9 x 8.6,163.1,75.9,8.6,6.42 x 2.99 x 0.34,6.42,2.99,0.34,205.0,7.23
11888,163.1 x 75.9 x 8.6,163.1,75.9,8.6,6.42 x 2.99 x 0.34,6.42,2.99,0.34,202.0,7.13
11904,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,201.0,7.09
11909,164.9 x 76.8 x 9.1,164.9,76.8,9.1,6.49 x 3.02 x 0.36,6.49,3.02,0.36,192.0,6.77
11906,159.2 x 72.7 x 7.2,159.2,72.7,7.2,6.27 x 2.86 x 0.28,6.27,2.86,0.28,171.8,6.07
11855,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,201.0,7.09
11834,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,200.0,7.05
11848,164.9 x 76.8 x 9.1,164.9,76.8,9.1,6.49 x 3.02 x 0.36,6.49,3.02,0.36,192.0,6.77
11832,160.5 x 74.5 x 8.3,160.5,74.5,8.3,6.32 x 2.93 x 0.33,6.32,2.93,0.33,178.8,6.31
11850,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,201.0,7.09
11869,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,201.0,7.09
11819,160.5 x 74.5 x 8.3,160.5,74.5,8.3,6.32 x 2.93 x 0.33,6.32,2.93,0.33,178.8,6.31
11762,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,200.0,7.05
11580,163.1 x 75.9 x 8.6,163.1,75.9,8.6,6.42 x 2.99 x 0.34,6.42,2.99,0.34,202.0,7.13
11472,159.3 x 73.7 x 7.3,159.3,73.7,7.3,6.27 x 2.90 x 0.29,6.27,2.9,0.29,173.0,6.1
11652,163.6 x 74.6 x 8.2,163.6,74.6,8.2,6.44 x 2.94 x 0.32,6.44,2.94,0.32,201.0,7.09
11551,161.8 x 75.3 x 8.9,161.8,75.3,8.9,6.37 x 2.96 x 0.35,6.37,2.96,0.35,190.0,6.7
11519,162 x 75.5 x 9.6,162.0,75.5,9.6,6.38 x 2.97 x 0.38,6.38,2.97,0.38,192.0,6.77
11427,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,200.0,7.05
11479,162.5 x 76.7 x 8.5,162.5,76.7,8.5,6.40 x 3.02 x 0.33,6.4,3.02,0.33,210.0,7.41
11487,158.3 x 71.5 x 7,158.3,71.5,7.0,6.23 x 2.81 x 0.28,6.23,2.81,0.28,166.0,5.86
11453,163.9 x 76.5 x 9.5,163.9,76.5,9.5,6.45 x 3.01 x 0.37,6.45,3.01,0.37,220.0,7.76
11454,163.8 x 76.3 x 10,163.8,76.3,10.0,6.45 x 3.00 x 0.39,6.45,3.0,0.39,218.0,7.69
11455,163.7 x 76.2 x 9.9,163.7,76.2,9.9,6.44 x 3.00 x 0.39,6.44,3.0,0.39,220.0,7.76
11449,164.9 x 77.1 x 9,164.9,77.1,9.0,6.49 x 3.04 x 0.35,6.49,3.04,0.35,194.0,6.84
11419,163.6 x 75.8 x 8.8,163.6,75.8,8.8,6.44 x 2.98 x 0.35,6.44,2.98,0.35,195.0,6.88
11425,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,200.0,7.05
11180,163.7 x 76.2 x 8.3,163.7,76.2,8.3,6.44 x 3.00 x 0.33,6.44,3.0,0.33,204.0,7.2
11372,163.1 x 76.2 x 8.5,163.1,76.2,8.5,6.42 x 3.00 x 0.33,6.42,3.0,0.33,201.0,7.09
11430,163.1 x 76.2 x 8.5,163.1,76.2,8.5,6.42 x 3.00 x 0.33,6.42,3.0,0.33,201.0,7.09
11431,163.2 x 76 x 7.7,163.2,76.0,7.7,6.43 x 2.99 x 0.30,6.43,2.99,0.3,195.0,6.88
11287,163.6 x 74.6 x 8.2,163.6,74.6,8.2,6.44 x 2.94 x 0.32,6.44,2.94,0.32,204.0,7.2
11285,152.7 x 69.9 x 8.2,152.7,69.9,8.2,6.01 x 2.75 x 0.32,6.01,2.75,0.32,179.0,6.31
11292,152.7 x 69.9 x 8.2,152.7,69.9,8.2,6.01 x 2.75 x 0.32,6.01,2.75,0.32,176.0,6.21
11412,164.2 x 76.1 x 8.1,164.2,76.1,8.1,6.46 x 3.00 x 0.32,6.46,3.0,0.32,202.0,7.13
11395,164.2 x 76.1 x 8.1,164.2,76.1,8.1,6.46 x 3.00 x 0.32,6.46,3.0,0.32,202.0,7.13
11396,164 x 76.1 x 8.9,164.0,76.1,8.9,6.46 x 3.00 x 0.35,6.46,3.0,0.35,200.0,7.05
11371,164.2 x 76.1 x 8.1,164.2,76.1,8.1,6.46 x 3.00 x 0.32,6.46,3.0,0.32,205.0,7.23
11388,159.9 x 73.9 x 8.1,159.9,73.9,8.1,6.30 x 2.91 x 0.32,6.3,2.91,0.32,179.5,6.31
11362,162.5 x 76.7 x 8.5,162.5,76.7,8.5,6.40 x 3.02 x 0.33,6.4,3.02,0.33,210.0,7.41
11357,162 x 75.5 x 8.9,162.0,75.5,8.9,6.38 x 2.97 x 0.35,6.38,2.97,0.35,181.0,6.38
11333,164.2 x 76.1 x 8.1,164.2,76.1,8.1,6.46 x 3.00 x 0.32,6.46,3.0,0.32,202.0,7.13
11334,164.2 x 76.1 x 8.1,164.2,76.1,8.1,6.46 x 3.00 x 0.32,6.46,3.0,0.32,202.0,7.13
11335,159.9 x 73.9 x 8.1,159.9,73.9,8.1,6.30 x 2.91 x 0.32,6.3,2.91,0.32,179.0,6.31
11336,159.9 x 73.9 x 8.1,159.9,73.9,8.1,6.30 x 2.91 x 0.32,6.3,2.91,0.32,179.0,6.31
11186,163.7 x 76.2 x 8.3,163.7,76.2,8.3,6.44 x 3.00 x 0.33,6.44,3.0,0.33,204.0,7.2
11241,162 x 75.5 x 8.9,162.0,75.5,8.9,6.38 x 2.97 x 0.35,6.38,2.97,0.35,181.0,6.38
11193,163.6 x 75.8 x 8.8,163.6,75.8,8.8,6.44 x 2.98 x 0.35,6.44,2.98,0.35,195.0,6.88
11159,163.7 x 76.2 x 8.3,163.7,76.2,8.3,6.44 x 3.00 x 0.33,6.44,3.0,0.33,207.0,7.3
11181,163.6 x 75.8 x 8.8,163.6,75.8,8.8,6.44 x 2.98 x 0.35,6.44,2.98,0.35,195.0,6.88
11152,163.7 x 76.2 x 9.9,163.7,76.2,9.9,6.44 x 3.00 x 0.39,6.44,3.0,0.39,220.0,7.76
11153,163.7 x 76.2 x 9.9,163.7,76.2,9.9,6.44 x 3.00 x 0.39,6.44,3.0,0.39,210.0,7.41
11137,165.8 x 76.7 x 8.8,165.8,76.7,8.8,6.53 x 3.02 x 0.35,6.53,3.02,0.35,209.0,7.37
11119,158.3 x 71.5 x 7,158.3,71.5,7.0,6.23 x 2.81 x 0.28,6.23,2.81,0.28,166.0,5.86
11129,164.9 x 77.1 x 9,164.9,77.1,9.0,6.49 x 3.04 x 0.35,6.49,3.04,0.35,194.0,6.84
11128,164.9 x 77.1 x 9,164.9,77.1,9.0,6.49 x 3.04 x 0.35,6.49,3.04,0.35,194.0,6.84
11134,164.9 x 77.1 x 9,164.9,77.1,9.0,6.49 x 3.04 x 0.35,6.49,3.04,0.35,194.0,6.84
11127,164.9 x 77.1 x 9,164.9,77.1,9.0,6.49 x 3.04 x 0.35,6.49,3.04,0.35,194.0,6.84
11100,164.1 x 76.9 x 8.8,164.1,76.9,8.8,6.46 x 3.03 x 0.35,6.46,3.03,0.35,204.0,7.2
11099,164.1 x 76.9 x 8.8,164.1,76.9,8.8,6.46 x 3.03 x 0.35,6.46,3.03,0.35,203.0,7.16
11101,160.5 x 75.7 x 6.8,160.5,75.7,6.8,6.32 x 2.98 x 0.27,6.32,2.98,0.27,158.0,5.57
11079,162 x 75.6 x 9.6,162.0,75.6,9.6,6.38 x 2.98 x 0.38,6.38,2.98,0.38,192.0,6.77
11060,162 x 75.5 x 8.9,162.0,75.5,8.9,6.38 x 2.97 x 0.35,6.38,2.97,0.35,181.0,6.38
11040,162.6 x 75.4 x 8,162.6,75.4,8.0,6.40 x 2.97 x 0.31,6.4,2.97,0.31,225.0,7.94
10949,163.3 x 75.9 x 8.9,163.3,75.9,8.9,6.43 x 2.99 x 0.35,6.43,2.99,0.35,193.0,6.81
11008,161.8 x 75.4 x 8.9,161.8,75.4,8.9,6.37 x 2.97 x 0.35,6.37,2.97,0.35,190.0,6.7
10930,163.3 x 75.9 x 8.9,163.3,75.9,8.9,6.43 x 2.99 x 0.35,6.43,2.99,0.35,193.0,6.81
10919,158.3 x 75.3 x 8.4,158.3,75.3,8.4,6.23 x 2.96 x 0.33,6.23,2.96,0.33,190.0,6.7
10857,161.8 x 75.3 x 8.9,161.8,75.3,8.9,6.37 x 2.96 x 0.35,6.37,2.96,0.35,190.0,6.7
10880,161.9 x 76.9 x 8.3,161.9,76.9,8.3,6.37 x 3.03 x 0.33,6.37,3.03,0.33,205.0,7.23
10867,163.3 x 77 x 9.1,163.3,77.0,9.1,6.43 x 3.03 x 0.36,6.43,3.03,0.36,198.0,6.98
10737,164.3 x 74.6 x 8.4,164.3,74.6,8.4,6.47 x 2.94 x 0.33,6.47,2.94,0.33,234.0,8.25
10777,163.7 x 76.4 x 7.8,163.7,76.4,7.8,6.44 x 3.01 x 0.31,6.44,3.01,0.31,196.0,6.91
10815,160.5 x 75.7 x 6.8,160.5,75.7,6.8,6.32 x 2.98 x 0.27,6.32,2.98,0.27,159.0,5.61
10665,160.5 x 75.7 x 6.8,160.5,75.7,6.8,6.32 x 2.98 x 0.27,6.32,2.98,0.27,157.0,5.54
10805,163.8 x 76.4 x 9.9,163.8,76.4,9.9,6.45 x 3.01 x 0.39,6.45,3.01,0.39,220.0,7.76
